ksource,keywords,knum,nsource,nnum,title,url
ENTERPRISE,고기,1,NAVER,1,"제주농협, 삼겹살데이 맞아 해병대 9여단에 돼지고기 기부",http://www.headlinejeju.co.kr/news/articleView.html?idxno=442647
ENTERPRISE,고기,1,NAVER,2,"한국자유총연맹 천안지부, 성정1동에 양념불고기 후원",http://www.chungnamilbo.co.kr/news/articleView.html?idxno=588546
ENTERPRISE,고기,1,NAVER,3,"'金파' 된 대파 양파, 계란·돼지고기 값 껑충… 밥상물가 '비상'",http://www.segye.com/content/html/2021/03/04/20210304509247.html?OutUrl=naver
ENTERPRISE,고기,1,NAVER,4,부산 신선식품 물가 22% 상승…파·양파·돼지고기 급등,http://www.busan.com/view/busan/view.php?code=2021030410033611624
ENTERPRISE,고기,1,NAVER,5,‘어린 고기 싹쓸이’ 불법조업 중국어선 2척 나포,http://news.kbs.co.kr/news/view.do?ncd=5131688&ref=A
ENTERPRISE,고기,1,NAVER,6,[구스뉴스] '고기' 없이 어디까지?…채식 즐기는 '맛있는 청춘들',https://news.jtbc.joins.com/article/article.aspx?news_id=NB11995013
ENTERPRISE,고기,1,NAVER,7,"""고기 있어도 맨밥에 상추만 먹여""…정인이 양모 지인의 진술",http://www.edaily.co.kr/news/newspath.asp?newsid=03512886628979712
ENTERPRISE,고기,1,NAVER,8,"주3회 이상 고기 먹으면 심장병, 당뇨병 잘 걸린다",http://kormedi.com/?p=1334898
ENTERPRISE,고기,1,NAVER,9,"제주도, 5일부터 전남·북 고기·계란 반입 허용",http://www.newsis.com/view/?id=NISX20210304_0001359115&cID=10813&pID=10800
ENTERPRISE,고기,1,NAVER,10,"이성희 농협중앙회장, 직원들에 ‘삼겹살 데이’ 고기 선물",https://www.donga.com/news/article/all/20210303/105701311/2
ENTERPRISE,고기,1,NAVER,11,삼겹살 데이 ‘돼지고기 소비촉진’ 활기,http://www.agrinet.co.kr/news/articleView.html?idxno=183285
ENTERPRISE,고기,1,NAVER,12,"[대한민국 최고의 경영대상] 하이랜드푸드, 한국 국가대표 고기 큐레이터",http://news.mk.co.kr/newsRead.php?no=208328&year=2021
ENTERPRISE,고기,1,DAUM,1,[구스뉴스] '고기' 없이 어디까지?..채식 즐기는 '맛있는 청춘들',http://v.media.daum.net/v/20210304205409836
ENTERPRISE,고기,1,DAUM,2,"[ET] ""오늘은 삼겹살데이""..돼지고기 어디까지 먹어봤니?",http://v.media.daum.net/v/20210303180856554
ENTERPRISE,고기,1,DAUM,3,"송영길 ""울산 고래고기 환부사건 공수처 수사해야""",http://v.media.daum.net/v/20210304151939749
ENTERPRISE,고기,1,DAUM,4,[공복 김선생] 고기 없어도 불맛은 가득,http://v.media.daum.net/v/20210303082132492
ENTERPRISE,고기,1,DAUM,5,"이성희 농협회장 ""뒷다리살 등 비선호부위 돼지고기 소비 늘려야""",http://v.media.daum.net/v/20210303143249493
ENTERPRISE,고기,1,DAUM,6,"이성희 농협회장, '삼겹살 데이' 출근길 직원에 돼지고기 선물",http://v.media.daum.net/v/20210303144026882
ENTERPRISE,고기,1,DAUM,7,'삼겹살데이(3.3)' 돼지고기 요리 시 부위별 적정 온도는?,http://v.media.daum.net/v/20210303134902373
ENTERPRISE,고기,1,DAUM,8,3월3일은 삼겹살 데이 '돼지고기 알고 먹으면 더 맛있어요',http://v.media.daum.net/v/20210302080641823
ENTERPRISE,고기,1,DAUM,9,대체육 버거·콩 짜장..고기 없이 고기 맛 나네,http://v.media.daum.net/v/20210225172703710
ENTERPRISE,고기,1,DAUM,10,[포토] 꽃과 돼지고기 나눔행사,http://v.media.daum.net/v/20210303094524478
ENTERPRISE,고기,1,DAUM,11,[포토] 우리 돼지고기 소비촉진 홍보,http://v.media.daum.net/v/20210303093912155
ENTERPRISE,고기,1,DAUM,12,"'외식하는날' 윤소희 ""혼자서 고기 6인분까지 먹는다""",http://v.media.daum.net/v/20210302100004992
