handle,title,body_HTML,vendor,type,tags,published,option1_name,option1_value,option2_name,option2_value,option3_name,option3_value,variant_sku,variant_grams,variant_inventory_tracker,variant_inventory_qty,variant_inventory_policy,variant_fullfillment_service,variant_price,variant_compare_at_price,varient_requires_shipping,variant_taxable,variant_barcord,image_src,image_position,image_alt_text,gift_card,seo_title,seo_description,google_shopping_google_product_category,google_shopping_gender,goggle_shopping_age_group,google_shopping_mpn,google_shopping_adwords_grouping,google_shopping_adwords_labels,google_shopping_condition,google_shopping_custom_product,google_shopping_custion_label0,google_shopping_custion_label1,google_shopping_custion_label2,google_shopping_custion_label3,google_shopping_custion_label4,variant_image,variant_weight_unit,variant_tax_code,cost_per_item
b-banharimarket-13366289,,,,,,,,그레이,,,,,BR-banharimarket-벌룬 퍼프 집업 니트 가디건_반하리마켓-그레이-13366289,0,shopify,50,deny,manual,108.0,,true,true,,http://tusiworks.iptime.org/brandifile/title-13366289-2.jpg,,,,,,,,,,,,,,,,,,,,,,36.0
b-banharimarket-13366289,,,,,,,,베이지,,,,,BR-banharimarket-벌룬 퍼프 집업 니트 가디건_반하리마켓-베이지-13366289,0,shopify,50,deny,manual,108.0,,true,true,,http://tusiworks.iptime.org/brandifile/title-13366289-3.jpg,,,,,,,,,,,,,,,,,,,,,,36.0
b-banharimarket-13129494,[4color] 도톰 카라 니트 가디건_반하리마켓,"<p>♥</p>

<p><strong>""comment""</strong></p>

<p>&nbsp;</p>

<p>4컬로 모두 흠잡을데 없이 예쁜 컬러감이라&nbsp;<br>
마음에 쏙 든 가디건 입니다&gt;0&lt;<br>
카라 디자인으로 클로징해서 입으셔도&nbsp;<br>
오픈해서 입기에도 예뻤구요<br>
이너로 폴라 코디해서도 입고 다녔답니다!!<br>
도톰한 두께감으로 보온성 좋고&nbsp;<br>
아방한 핏감으로 착용핏도 맘에든 아이템 이에요^^<br>
강력 추천 드려요:)</p>

<p>&nbsp;</p>

<p><strong>""컬러""</strong></p>

<p>크림, 연노랑, 보라, 먹색 (4color)</p>

<p>소재: 아크릴100</p>

<p><br>
&nbsp;</p>

<p><strong>""상세 사이즈""</strong></p>

<p>&nbsp;</p>

<p>어깨40&nbsp; 가슴52&nbsp; &nbsp;팔57&nbsp; &nbsp;암홀24<br>
소매12&nbsp; 밑단53&nbsp; 총장57</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p><strong>""제품설명""</strong><br>
<br>
■신축성(적당) &nbsp; ■비침(없음)</p>

<p><br>
■안감(있음) ■두께감(도톰)<br>
<br>
<br>
<br>
<br>
<strong>""원산지""</strong><br>
한국</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p><strong>""모델사이즈""</strong></p>

<p>160cm/ 45kg/ 44size/ 230mm</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>모든 의류들은 첫 세탁시에 드라이클리닝을 권장합니다.</p>

<p>재는 위치와 방법에 따라 1~2cm 오차가 있을 수 있습니다.</p>

<p>빛의 각도에 따라 색깔이 달라 보일 수 있습니다.<br>
<br>
<br>
<br>
<br>
<br>
&nbsp;</p>

<p><img src=""https://image.brandi.me/cproductdetail/2020/01/12/1b53a8cf6a94713aeccf6dae1ddec0c4.jpg"" title=""product detail image""></p>

<p><br>
<img src=""https://image.brandi.me/cproductdetail/2020/01/12/9ef3c1ba609461aa4d16f649e6a93c1b.jpg"" title=""product detail image""></p>

<p><br>
<img src=""https://image.brandi.me/cproductdetail/2020/01/12/cafb888db6ee88418996f8572f8375f5.jpg"" title=""product detail image""></p>

<p><br>
<img src=""https://image.brandi.me/cproductdetail/2020/01/12/27f029c364bbb2600955be2786fe0236.jpg"" title=""product detail image""></p>

<p><br>
<img src=""https://image.brandi.me/cproductdetail/2020/01/12/806dc7b670ea58924cd6126e845c5fe6.jpg"" title=""product detail image""></p>

<p><br>
<img src=""https://image.brandi.me/cproductdetail/2020/01/12/4423a315ed3e4fb59ed6c0337414853b.jpg"" title=""product detail image""><br>
&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p><img src=""https://image.brandi.me/cproductdetail/2020/01/12/75a6d0462801ddcf15b71b26648f11b4.jpg"" title=""product detail image""></p>

<p><br>
<img src=""https://image.brandi.me/cproductdetail/2020/01/12/faa889f48330376f7fb8f40c379a0964.jpg"" title=""product detail image""></p>

<p><br>
<img src=""https://image.brandi.me/cproductdetail/2020/01/12/d4ff80c32e0e9a05ce37073f78df4e45.jpg"" title=""product detail image""></p>

<p><br>
<img src=""https://image.brandi.me/cproductdetail/2020/01/12/f29ae22f8dbb5eacb88638db703c0bc2.jpg"" title=""product detail image""></p>

<p><br>
<img src=""https://image.brandi.me/cproductdetail/2020/01/12/51111879781109c3b1c102dd9571e4b0.jpg"" title=""product detail image""><br>
&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p><img src=""https://image.brandi.me/cproductdetail/2020/01/12/1bd1962b176ac2948d5d5f4402b39692.jpg"" title=""product detail image""><br>
&nbsp;</p>

<p><img src=""https://image.brandi.me/cproductdetail/2020/01/12/7ce0312b66674a264ca6d7696137a01d.jpg"" title=""product detail image""></p>

<p><br>
<img src=""https://image.brandi.me/cproductdetail/2020/01/12/91ec7c6982c62c18a303387d8aec5843.jpg"" title=""product detail image""></p>

<p><br>
<br>
<br>
<img src=""https://image.brandi.me/cproductdetail/2020/01/12/0c54a67c7313df5ffbb574f3c4fe3d65.jpg"" title=""product detail image""></p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p><img src=""https://image.brandi.me/cproductdetail/2020/01/12/cf3fa7805a5b762b52a27220cf404bf6.jpg"" title=""product detail image""></p>

<p><br>
<img src=""https://image.brandi.me/cproductdetail/2020/01/12/20fe7d3c4a450c01bed1b9077414e06a.jpg"" title=""product detail image""></p>

<p><br>
<img src=""https://image.brandi.me/cproductdetail/2020/01/12/47e3751f337b344aba3c53b0866d7baa.jpg"" title=""product detail image""></p>

<p><br>
<img src=""https://image.brandi.me/cproductdetail/2020/01/12/f6a739551c8f54a0c3ea4832bd1129e8.jpg"" title=""product detail image""></p>

<p><br>
<img src=""https://image.brandi.me/cproductdetail/2020/01/12/e14115ff47381309ce573d6a77233efb.jpg"" title=""product detail image""><br>
<br>
&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p><br>
<strong>""DETAIL""</strong></p>

<p><img src=""https://image.brandi.me/cproductdetail/2020/01/12/faec4d0ee6f15b66343fd43d9898a0b4.jpg"" title=""product detail image""><br>
<br>
<img src=""https://image.brandi.me/cproductdetail/2020/01/12/eae3a0b784f4d11546aa1605eb3b998f.jpg"" title=""product detail image""><br>
<br>
<img src=""https://image.brandi.me/cproductdetail/2020/01/12/b716ed9f1640841924d7dcfc94fce096.jpg"" title=""product detail image""><br>
<br>
<img src=""https://image.brandi.me/cproductdetail/2020/01/12/9c6dccb35413400309bad7888f0337c8.jpg"" title=""product detail image""><br>
<br>
<img src=""https://image.brandi.me/cproductdetail/2020/01/12/be513f7308acfa097d91aceee8636474.jpg"" title=""product detail image""><br>
<br>
<img src=""https://image.brandi.me/cproductdetail/2020/01/12/ad404b9ff55a7263ef14bed171844f81.jpg"" title=""product detail image""><br>
<br>
<img src=""https://image.brandi.me/cproductdetail/2020/01/12/07512797315a6ef65df95c6fb54bc480.jpg"" title=""product detail image""><br>
&nbsp;</p>
<div class=""brandiProductInfoTitle"">PRODUCT INFO</div><div class=""brandiSizeInfoImage""><img src=""https://image.brandi.me/category/image/img_product_cardigan.jpg""></div><div class=""brandiProductInfoTxt"">(단면/CM)</div><div class=""brandiProductSizeInfoBox""><table class=""brandiProductSizeInfo""><thead><tr><td class=""brandiProductInfoHeader"">사이즈</td><td class=""brandiProductInfoHeader"">총장</td><td class=""brandiProductInfoHeader"">어깨</td><td class=""brandiProductInfoHeader"">가슴</td><td class=""brandiProductInfoHeader"">소매길이</td><td class=""brandiProductInfoHeader"">소매</td><td class=""brandiProductInfoHeader"">암홀</td><td class=""brandiProductInfoHeader"">밑단</td></tr></thead><tbody><tr><td class=""brandiSelectedTxt"">free</td><td class="""">57</td><td class="""">40</td><td class="""">52</td><td class="""">57</td><td class="""">12</td><td class="""">24</td><td class="""">53</td></tr></tbody></table></div><table class=""brandiProductEtcInfo""><tbody><tr><td class=""brandiSelectedTxt"">안감</td><td class="""">있음</td><td class=""brandiSelectedTxt"">없음</td><td class="""">기모</td></tr><tr><td class=""brandiSelectedTxt"">신축성</td><td class=""brandiSelectedTxt"">좋음</td><td class="""">보통</td><td class="""">없음</td></tr><tr><td class=""brandiSelectedTxt"">비침</td><td class=""brandiSelectedTxt"">없음</td><td class="""">약간</td><td class="""">있음</td></tr><tr><td class=""brandiSelectedTxt"">촉감</td><td class=""brandiSelectedTxt"">부드러움</td><td class="""">보통</td><td class="""">까실함</td></tr><tr><td class=""brandiSelectedTxt"">두께감</td><td class=""brandiSelectedTxt"">도톰</td><td class="""">보통</td><td class="""">얇음</td></tr></tbody></table>",banharimarket,Brandi,"_tab_quadpay, _tab_shipping-information,Outer",false,[컬러],먹색,[사이즈],free,,,BR-banharimarket-[4color] 도톰 카라 니트 가디건_반하리마켓-먹색-13129494,0,shopify,50,deny,manual,108.0,,true,true,,http://tusiworks.iptime.org/brandifile/title-13129494-1.jpg,4,,false,,,,,,,,,,,,,,,,,,,36.0
b-banharimarket-13129494,,,,,,,,보라,,free,,,BR-banharimarket-[4color] 도톰 카라 니트 가디건_반하리마켓-보라-13129494,0,shopify,50,deny,manual,108.0,,true,true,,http://tusiworks.iptime.org/brandifile/title-13129494-2.jpg,,,,,,,,,,,,,,,,,,,,,,36.0
b-banharimarket-13129494,,,,,,,,연노랑,,free,,,BR-banharimarket-[4color] 도톰 카라 니트 가디건_반하리마켓-연노랑-13129494,0,shopify,50,deny,manual,108.0,,true,true,,http://tusiworks.iptime.org/brandifile/title-13129494-3.jpg,,,,,,,,,,,,,,,,,,,,,,36.0
b-banharimarket-13129494,,,,,,,,크림,,free,,,BR-banharimarket-[4color] 도톰 카라 니트 가디건_반하리마켓-크림-13129494,0,shopify,50,deny,manual,108.0,,true,true,,http://tusiworks.iptime.org/brandifile/title-13129494-4.jpg,,,,,,,,,,,,,,,,,,,,,,36.0
b-banharimarket-17154010,(4col)린넨 썸머 언발 오프숄더 니트 티셔츠_반하리마켓,"<div>☘comment☘<br>
<br>
<br>
시원한 언발 오프숄더 니트&nbsp;소개드려요*.*<br>
가볍고 시원한 린넨 혼방&nbsp;소재로 지금 부터 여름까지&nbsp;<br>
쭈~욱 착용 하기 좋은 가디건 이랍니다&nbsp;<br>
착용했을때 여리하니 깔끔하고 예뻤어요<br>
크롭한 기장감이이구요 오프 디자인으로 더욱 여리핏 연출되어요<br>
어디에든 편안하게 코디해 주기 좋은 아이템으로<br>
소장하시면 손이 많이 가실거에요 추천드립니다^-^<br>
<br>
<br>
☘컬러☘<br>
화이트,베이지,소라,블랙(4color)<br>
<br>
<br>
<br>
<br>
소재: 린넨,면<br>
<br>
<br>
<br>
☘제품설명☘<br>
<br>
■신축성(높음) ■비침(약간)<br>
■안감(없음) ■두께감(얇음)<br>
<br>
<br>
<br>
<br>
☘원산지☘<br>
한국<br>
<br>
<br>
<br>
☘모델사이즈☘<br>
160cm/ 45kg/ 44size/ 230mm<br>
<br>
<br>
<br>
<br>
모든 의류들은 첫 세탁시에 드라이클리닝을 권장합니다.<br>
재는 위치와 방법에 따라 1~2cm 오차가 있을 수 있습니다.<br>
빛의 각도에 따라 색깔이 달라 보일 수 있습니다.</div>
<br>
<br>
<br>
<br>
<br>
<br>
&nbsp;
<div>-화이트-</div>

<div><img src=""https://image.brandi.me/cproductdetail/2020/06/07/670e0a55b90be6221769ec0a878becda.jpg"" title=""product detail image""><br>
<br>
<br>
<br>
<img src=""https://image.brandi.me/cproductdetail/2020/06/07/5ae2734a5496ecd18b9dd1d150457fac.jpg"" title=""product detail image""><br>
<br>
<br>
<br>
<img src=""https://image.brandi.me/cproductdetail/2020/06/07/6077177cfc0939e09620d1a983369908.jpg"" title=""product detail image""><br>
<br>
<br>
<br>
<img src=""https://image.brandi.me/cproductdetail/2020/06/07/8ab4e2c55e127d693bfacd06fe1bf66d.jpg"" title=""product detail image""><br>
<br>
<br>
<br>
<br>
<br>
<br>
<br>
<br>
-소라-</div>

<div><img src=""https://image.brandi.me/cproductdetail/2020/06/07/1234e53540d956b41d28ccf50f9f6abd.jpg"" title=""product detail image""><br>
<br>
<br>
<br>
<img src=""https://image.brandi.me/cproductdetail/2020/06/07/2eefc1d9672aea2c32522febe729a2a7.jpg"" title=""product detail image""><br>
<br>
<br>
<br>
<img src=""https://image.brandi.me/cproductdetail/2020/06/07/11a155c25aa0f1cb1b5e16ea374e6621.jpg"" title=""product detail image""><br>
<br>
<br>
<br>
<br>
<br>
<br>
<br>
<br>
<br>
-베이지-</div>

<div><img src=""https://image.brandi.me/cproductdetail/2020/06/07/84f7722eebc47bfee7e8954d88a315da.jpg"" title=""product detail image""><br>
<br>
<br>
<br>
<img src=""https://image.brandi.me/cproductdetail/2020/06/07/1ca1a9d4a776c9188a370c6fb7a72d20.jpg"" title=""product detail image""><br>
<br>
<br>
<br>
<img src=""https://image.brandi.me/cproductdetail/2020/06/07/985bb91fb300daf97978eef5b1b105f0.jpg"" title=""product detail image""><br>
<br>
<br>
<br>
<br>
<br>
<br>
<br>
<br>
<br>
-블랙-</div>

<div><img src=""https://image.brandi.me/cproductdetail/2020/06/07/8d5e53a34f64be7eac18b5e0a65be87a.jpg"" title=""product detail image""><br>
<br>
<br>
<br>
<img src=""https://image.brandi.me/cproductdetail/2020/06/07/630690b5e2d638bb2975c262636a992f.jpg"" title=""product detail image""><br>
<br>
<br>
<br>
<img src=""https://image.brandi.me/cproductdetail/2020/06/07/910feda0034a284bcc014db5a81df900.jpg"" title=""product detail image""><br>
<br>
<br>
<br>
<br>
<br>
<br>
<br>
<br>
<br>
-DETAIL-</div>

<div><img src=""https://image.brandi.me/cproductdetail/2020/06/07/1fa9bd579f4b80a0b58ddd04d75dd58c.jpg"" title=""product detail image""><br>
<img src=""https://image.brandi.me/cproductdetail/2020/06/07/aa9e6fa2be1e40fd5786646a4bb17928.jpg"" title=""product detail image""><br>
<img src=""https://image.brandi.me/cproductdetail/2020/06/07/8ac4d9f71276a9201ee5a654d77b5c59.jpg"" title=""product detail image""><br>
<img src=""https://image.brandi.me/cproductdetail/2020/06/07/96bf131ce8469f55fdf2de1238cb7f36.jpg"" title=""product detail image""><br>
<img src=""https://image.brandi.me/cproductdetail/2020/06/07/db07f17556ddbab045cd0aa0bde0934f.jpg"" title=""product detail image""><br>
<br>
<br>
<br>
<br>
&nbsp;</div>
<div class=""brandiProductInfoTitle"">PRODUCT INFO</div><div class=""brandiSizeInfoImage""><img src=""https://image.brandi.me/category/image/img_product_tshirt.jpg""></div><div class=""brandiProductInfoTxt"">(단면/CM)</div><div class=""brandiProductSizeInfoBox""><table class=""brandiProductSizeInfo""><thead><tr><td class=""brandiProductInfoHeader"">사이즈</td><td class=""brandiProductInfoHeader"">총장</td><td class=""brandiProductInfoHeader"">목</td><td class=""brandiProductInfoHeader"">어깨</td><td class=""brandiProductInfoHeader"">가슴</td><td class=""brandiProductInfoHeader"">소매길이</td><td class=""brandiProductInfoHeader"">소매</td><td class=""brandiProductInfoHeader"">암홀</td><td class=""brandiProductInfoHeader"">밑단</td></tr></thead><tbody><tr><td class=""brandiSelectedTxt"">free</td><td class="""">38</td><td class="""">22</td><td class="""">57</td><td class="""">59</td><td class="""">42</td><td class="""">14</td><td class="""">19</td><td class="""">55</td></tr></tbody></table></div><table class=""brandiProductEtcInfo""><tbody><tr><td class=""brandiSelectedTxt"">신축성</td><td class=""brandiSelectedTxt"">좋음</td><td class="""">보통</td><td class="""">없음</td></tr><tr><td class=""brandiSelectedTxt"">비침</td><td class="""">없음</td><td class=""brandiSelectedTxt"">약간</td><td class="""">있음</td></tr><tr><td class=""brandiSelectedTxt"">촉감</td><td class=""brandiSelectedTxt"">부드러움</td><td class="""">보통</td><td class="""">까실함</td></tr><tr><td class=""brandiSelectedTxt"">핏감</td><td class="""">타이트</td><td class=""brandiSelectedTxt"">정사이즈</td><td class="""">루즈</td></tr><tr><td class=""brandiSelectedTxt"">두께감</td><td class="""">도톰</td><td class="""">보통</td><td class=""brandiSelectedTxt"">얇음</td></tr></tbody></table>",banharimarket,Brandi,"_tab_quadpay, _tab_shipping-information,Top",false,[컬러],화이트,[사이즈],free,,,BR-banharimarket-(4col)린넨 썸머 언발 오프숄더 니트 티셔츠_반하리마켓-화이트-17154010,0,shopify,50,deny,manual,44.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-17154010-1.jpg,4,,false,,,,,,,,,,,,,,,,,,,14.7
b-banharimarket-17154010,,,,,,,,베이지,,free,,,BR-banharimarket-(4col)린넨 썸머 언발 오프숄더 니트 티셔츠_반하리마켓-베이지-17154010,0,shopify,50,deny,manual,44.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-17154010-2.jpg,,,,,,,,,,,,,,,,,,,,,,14.7
b-banharimarket-17154010,,,,,,,,소라,,free,,,BR-banharimarket-(4col)린넨 썸머 언발 오프숄더 니트 티셔츠_반하리마켓-소라-17154010,0,shopify,50,deny,manual,44.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-17154010-3.jpg,,,,,,,,,,,,,,,,,,,,,,14.7
b-banharimarket-17154010,,,,,,,,블랙,,free,,,BR-banharimarket-(4col)린넨 썸머 언발 오프숄더 니트 티셔츠_반하리마켓-블랙-17154010,0,shopify,50,deny,manual,44.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-17154010-4.jpg,,,,,,,,,,,,,,,,,,,,,,14.7
b-banharimarket-17153755,(2col)크롭 배색 유넥 반팔 니트 티셔츠_반하리마켓,"<p>♥</p>

<p><strong>""comment""</strong></p>

<p><br>
<br>
유넥 배색 반팔 티셔츠 소개드려요*.*<br>
적당한 파임으로 부답스럽지 않으며<br>
배색 디자인으로 밋밋하지 않게 코디 가능한 아이템이 었어요&gt;__&lt;,,<br>
팬츠나 스커트 어디에든 코디 하기 좋으실 거구요<br>
몸에 촤락 감겨서 탄탄하게 받쳐주는 착용감 이구요<br>
바스트 부분 들뜨지 않아서 속옷 보일 염려 없으실거에요<br>
가성비도 좋게 보여드려요 추천드립니다^^<br>
<br>
<br>
&nbsp;</p>

<p><strong>""컬러""</strong></p>

<p>화이트,블랙(2color)<br>
<br>
소재: 폴리</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p><strong>""제품설명""</strong><br>
<br>
■신축성(높음) &nbsp; ■비침(거의없음)</p>

<p><br>
■안감(없음) ■두께감(얇음)<br>
<br>
<br>
<br>
<br>
<strong>""원산지""</strong><br>
한국</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p><strong>""모델사이즈""</strong></p>

<p>160cm/ 45kg/ 44size/ 230mm</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>모든 의류들은 첫 세탁시에 드라이클리닝을 권장합니다.</p>

<p>재는 위치와 방법에 따라 1~2cm 오차가 있을 수 있습니다.</p>

<p>빛의 각도에 따라 색깔이 달라 보일 수 있습니다.</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>-화이트-</p>

<p><img src=""https://image.brandi.me/cproductdetail/2020/06/07/50d2379cc6ddec3edc0702d367eaf036.jpg"" title=""product detail image""></p>

<p>&nbsp;</p>

<p><br>
<img src=""https://image.brandi.me/cproductdetail/2020/06/07/3cac85c81760a44f42cd8ad4fdfada5b.jpg"" title=""product detail image""></p>

<p>&nbsp;</p>

<p><br>
<img src=""https://image.brandi.me/cproductdetail/2020/06/07/8f700a079bbb82a54b5d38ebd56057f5.jpg"" title=""product detail image""></p>

<p>&nbsp;</p>

<p><br>
<img src=""https://image.brandi.me/cproductdetail/2020/06/07/8c3133085f1acf1aec23cb79ff88bc57.jpg"" title=""product detail image""><br>
&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>-블랙-</p>

<p><img src=""https://image.brandi.me/cproductdetail/2020/06/07/516689b88424b1efec86c1874099ca12.jpg"" title=""product detail image""></p>

<p>&nbsp;</p>

<p><br>
<img src=""https://image.brandi.me/cproductdetail/2020/06/07/526e030e5e59e573049fd0ecc687dc95.jpg"" title=""product detail image""></p>

<p>&nbsp;</p>

<p><br>
<img src=""https://image.brandi.me/cproductdetail/2020/06/07/19896da6fa5276d1395126ae93f6c145.jpg"" title=""product detail image""></p>

<p>&nbsp;</p>

<p><br>
<img src=""https://image.brandi.me/cproductdetail/2020/06/07/e56fdf4849067432c84ea14ba7526143.jpg"" title=""product detail image""><br>
&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>-DETAIL-</p>

<p><img src=""https://image.brandi.me/cproductdetail/2020/06/07/1a32feddf72b4275aafb56bc875e4aa1.jpg"" title=""product detail image""><br>
<img src=""https://image.brandi.me/cproductdetail/2020/06/07/19fb8b06867f8e081308976a40959f29.jpg"" title=""product detail image""><br>
<img src=""https://image.brandi.me/cproductdetail/2020/06/07/fcebc89e93f8a3e76298b78792cfc33d.jpg"" title=""product detail image""><br>
<img src=""https://image.brandi.me/cproductdetail/2020/06/07/7b114a2fc8f09c41feb510af05794384.jpg"" title=""product detail image""><br>
<img src=""https://image.brandi.me/cproductdetail/2020/06/07/cbc83704ac2fbd4ad536251da52d8627.jpg"" title=""product detail image""><br>
&nbsp;</p>
<div class=""brandiProductInfoTitle"">PRODUCT INFO</div><div class=""brandiSizeInfoImage""><img src=""https://image.brandi.me/category/image/img_product_tshirt.jpg""></div><div class=""brandiProductInfoTxt"">(단면/CM)</div><div class=""brandiProductSizeInfoBox""><table class=""brandiProductSizeInfo""><thead><tr><td class=""brandiProductInfoHeader"">사이즈</td><td class=""brandiProductInfoHeader"">총장</td><td class=""brandiProductInfoHeader"">목</td><td class=""brandiProductInfoHeader"">어깨</td><td class=""brandiProductInfoHeader"">가슴</td><td class=""brandiProductInfoHeader"">소매길이</td><td class=""brandiProductInfoHeader"">소매</td><td class=""brandiProductInfoHeader"">암홀</td><td class=""brandiProductInfoHeader"">밑단</td></tr></thead><tbody><tr><td class=""brandiSelectedTxt"">free</td><td class="""">36</td><td class="""">16</td><td class="""">26</td><td class="""">28</td><td class="""">15</td><td class="""">11</td><td class="""">17</td><td class="""">27</td></tr></tbody></table></div><table class=""brandiProductEtcInfo""><tbody><tr><td class=""brandiSelectedTxt"">신축성</td><td class=""brandiSelectedTxt"">좋음</td><td class="""">보통</td><td class="""">없음</td></tr><tr><td class=""brandiSelectedTxt"">비침</td><td class="""">없음</td><td class=""brandiSelectedTxt"">약간</td><td class="""">있음</td></tr><tr><td class=""brandiSelectedTxt"">촉감</td><td class=""brandiSelectedTxt"">부드러움</td><td class="""">보통</td><td class="""">까실함</td></tr><tr><td class=""brandiSelectedTxt"">핏감</td><td class=""brandiSelectedTxt"">타이트</td><td class="""">정사이즈</td><td class="""">루즈</td></tr><tr><td class=""brandiSelectedTxt"">두께감</td><td class="""">도톰</td><td class="""">보통</td><td class=""brandiSelectedTxt"">얇음</td></tr></tbody></table>",banharimarket,Brandi,"_tab_quadpay, _tab_shipping-information,Top",false,[컬러],화이트,[사이즈],free,,,BR-banharimarket-(2col)크롭 배색 유넥 반팔 니트 티셔츠_반하리마켓-화이트-17153755,0,shopify,50,deny,manual,35.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-17153755-1.jpg,2,,false,,,,,,,,,,,,,,,,,,,11.7
b-banharimarket-17153755,,,,,,,,블랙,,free,,,BR-banharimarket-(2col)크롭 배색 유넥 반팔 니트 티셔츠_반하리마켓-블랙-17153755,0,shopify,50,deny,manual,35.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-17153755-2.jpg,,,,,,,,,,,,,,,,,,,,,,11.7
