Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,variant_barcord,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,goggle_shopping_age_group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,google_shopping_custion_label0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
b-banharimarket-15982289,,,,,,,,검정,,free,,,BR-banharimarket-(4col)찰랑 뒷리본 배색 유넥티_반하리마켓-검정-15982289,0,shopify,50,deny,manual,44.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-15982289-3.jpg,,,,,,,,,,,,,,,,,,,,,,14.7
b-banharimarket-15982289,,,,,,,,오렌지,,free,,,BR-banharimarket-(4col)찰랑 뒷리본 배색 유넥티_반하리마켓-오렌지-15982289,0,shopify,50,deny,manual,44.1,,true,true,,,,,,,,,,,,,,,,,,,,,,,,14.7
b-banharimarket-15929264,,,,,,,,블랙,,,,,BR-banharimarket-[단독가] (4col)사이드 셔링 물결 골지 반팔 티셔츠_반하리마켓-블랙-15929264,0,shopify,50,deny,manual,35.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-15929264-2.jpg,,,,,,,,,,,,,,,,,,,,,,11.7
b-banharimarket-15929264,,,,,,,,아이보리,,,,,BR-banharimarket-[단독가] (4col)사이드 셔링 물결 골지 반팔 티셔츠_반하리마켓-아이보리-15929264,0,shopify,50,deny,manual,35.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-15929264-3.jpg,,,,,,,,,,,,,,,,,,,,,,11.7
b-banharimarket-15929264,,,,,,,,오렌지,,,,,BR-banharimarket-[단독가] (4col)사이드 셔링 물결 골지 반팔 티셔츠_반하리마켓-오렌지-15929264,0,shopify,50,deny,manual,35.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-15929264-4.jpg,,,,,,,,,,,,,,,,,,,,,,11.7
b-banharimarket-15928321,,,,,,,,보라,,free,,,BR-banharimarket-(5col/쿨니트)콩단추 골지 반팔 니트 티셔츠_반하리마켓-보라-15928321,0,shopify,50,deny,manual,41.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-15928321-2.jpg,,,,,,,,,,,,,,,,,,,,,,13.7
b-banharimarket-15928321,,,,,,,,그린,,free,,,BR-banharimarket-(5col/쿨니트)콩단추 골지 반팔 니트 티셔츠_반하리마켓-그린-15928321,0,shopify,50,deny,manual,41.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-15928321-3.jpg,,,,,,,,,,,,,,,,,,,,,,13.7
b-banharimarket-15928321,,,,,,,,블랙,,free,,,BR-banharimarket-(5col/쿨니트)콩단추 골지 반팔 니트 티셔츠_반하리마켓-블랙-15928321,0,shopify,50,deny,manual,41.1,,true,true,,,,,,,,,,,,,,,,,,,,,,,,13.7
b-banharimarket-15928321,,,,,,,,베이지,,free,,,BR-banharimarket-(5col/쿨니트)콩단추 골지 반팔 니트 티셔츠_반하리마켓-베이지-15928321,0,shopify,50,deny,manual,41.1,,true,true,,,,,,,,,,,,,,,,,,,,,,,,13.7
b-banharimarket-15914006,,,,,,,,블랙,,,,,BR-banharimarket-(2col) 이너 스모크 플라워 나시탑_반하리마켓-블랙-15914006,0,shopify,50,deny,manual,29.7,,true,true,,http://tusiworks.iptime.org/brandifile/title-15914006-2.jpg,,,,,,,,,,,,,,,,,,,,,,9.9
b-banharimarket-15835018,,,,,,,,화이트,,,,,BR-banharimarket-(5col)옆트임 유넥 반팔 티셔츠_반하리마켓-화이트-15835018,0,shopify,50,deny,manual,44.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-15835018-2.jpg,,,,,,,,,,,,,,,,,,,,,,14.7
b-banharimarket-15835018,,,,,,,,핑크,,,,,BR-banharimarket-(5col)옆트임 유넥 반팔 티셔츠_반하리마켓-핑크-15835018,0,shopify,50,deny,manual,44.1,,true,true,,,,,,,,,,,,,,,,,,,,,,,,14.7
b-banharimarket-15835018,,,,,,,,연두,,,,,BR-banharimarket-(5col)옆트임 유넥 반팔 티셔츠_반하리마켓-연두-15835018,0,shopify,50,deny,manual,44.1,,true,true,,,,,,,,,,,,,,,,,,,,,,,,14.7
b-banharimarket-15835018,,,,,,,,오렌지,,,,,BR-banharimarket-(5col)옆트임 유넥 반팔 티셔츠_반하리마켓-오렌지-15835018,0,shopify,50,deny,manual,44.1,,true,true,,,,,,,,,,,,,,,,,,,,,,,,14.7
b-banharimarket-15834832,,,,,,,,블랙,,,,,BR-banharimarket-(5col)옆트임 브이넥 루즈 반팔 티셔츠_반하리마켓-블랙-15834832,0,shopify,50,deny,manual,35.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-15834832-2.jpg,,,,,,,,,,,,,,,,,,,,,,11.7
b-banharimarket-15834832,,,,,,,,소라,,,,,BR-banharimarket-(5col)옆트임 브이넥 루즈 반팔 티셔츠_반하리마켓-소라-15834832,0,shopify,50,deny,manual,35.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-15834832-3.jpg,,,,,,,,,,,,,,,,,,,,,,11.7
b-banharimarket-15834832,,,,,,,,연두,,,,,BR-banharimarket-(5col)옆트임 브이넥 루즈 반팔 티셔츠_반하리마켓-연두-15834832,0,shopify,50,deny,manual,35.1,,true,true,,,,,,,,,,,,,,,,,,,,,,,,11.7
b-banharimarket-15834832,,,,,,,,그레이,,,,,BR-banharimarket-(5col)옆트임 브이넥 루즈 반팔 티셔츠_반하리마켓-그레이-15834832,0,shopify,50,deny,manual,35.1,,true,true,,,,,,,,,,,,,,,,,,,,,,,,11.7
b-banharimarket-15834767,,,,,,,,형광연두,,free,,,BR-banharimarket-(3col)유니크 라운드 단가라 티셔츠_반하리마켓-형광연두-15834767,0,shopify,50,deny,manual,65.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-15834767-2.jpg,,,,,,,,,,,,,,,,,,,,,,21.7
b-banharimarket-15834767,,,,,,,,형광오렌지,,free,,,BR-banharimarket-(3col)유니크 라운드 단가라 티셔츠_반하리마켓-형광오렌지-15834767,0,shopify,50,deny,manual,65.1,,true,true,,,,,,,,,,,,,,,,,,,,,,,,21.7
b-banharimarket-15823794,,,,,,,,아이보리,,,,,BR-banharimarket-(6col) 크롭 로즈 나염 편칭 티셔츠_반하리마켓-아이보리-15823794,0,shopify,50,deny,manual,35.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-15823794-2.jpg,,,,,,,,,,,,,,,,,,,,,,11.7
b-banharimarket-15823794,,,,,,,,핑크,,,,,BR-banharimarket-(6col) 크롭 로즈 나염 편칭 티셔츠_반하리마켓-핑크-15823794,0,shopify,50,deny,manual,35.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-15823794-3.jpg,,,,,,,,,,,,,,,,,,,,,,11.7
b-banharimarket-15823794,,,,,,,,소라,,,,,BR-banharimarket-(6col) 크롭 로즈 나염 편칭 티셔츠_반하리마켓-소라-15823794,0,shopify,50,deny,manual,35.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-15823794-4.jpg,,,,,,,,,,,,,,,,,,,,,,11.7
b-banharimarket-15823794,,,,,,,,블랙,,,,,BR-banharimarket-(6col) 크롭 로즈 나염 편칭 티셔츠_반하리마켓-블랙-15823794,0,shopify,50,deny,manual,35.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-15823794-5.jpg,,,,,,,,,,,,,,,,,,,,,,11.7
b-banharimarket-15823794,,,,,,,,레드,,,,,BR-banharimarket-(6col) 크롭 로즈 나염 편칭 티셔츠_반하리마켓-레드-15823794,0,shopify,50,deny,manual,35.1,,true,true,,,,,,,,,,,,,,,,,,,,,,,,11.7
b-banharimarket-15823649,,,,,,,,블랙,,free,,,BR-banharimarket-[단독가] (5col)여리 루즈핏 린넨 썸머 티셔츠_반하리마켓-블랙-15823649,0,shopify,50,deny,manual,50.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-15823649-2.jpg,,,,,,,,,,,,,,,,,,,,,,16.7
b-banharimarket-15823649,,,,,,,,옐로우,,free,,,BR-banharimarket-[단독가] (5col)여리 루즈핏 린넨 썸머 티셔츠_반하리마켓-옐로우-15823649,0,shopify,50,deny,manual,50.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-15823649-3.jpg,,,,,,,,,,,,,,,,,,,,,,16.7
b-banharimarket-15823649,,,,,,,,핑크,,free,,,BR-banharimarket-[단독가] (5col)여리 루즈핏 린넨 썸머 티셔츠_반하리마켓-핑크-15823649,0,shopify,50,deny,manual,50.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-15823649-4.jpg,,,,,,,,,,,,,,,,,,,,,,16.7
b-banharimarket-15823649,,,,,,,,연두,,free,,,BR-banharimarket-[단독가] (5col)여리 루즈핏 린넨 썸머 티셔츠_반하리마켓-연두-15823649,0,shopify,50,deny,manual,50.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-15823649-5.jpg,,,,,,,,,,,,,,,,,,,,,,16.7
b-banharimarket-15755520,,,,,,,,블랙,,free (일반배송),,,BR-banharimarket-[단독가] (7col)찰랑 옆트임 브이넥 여리 티셔츠_반하리마켓-블랙-15755520,0,shopify,50,deny,manual,29.7,,true,true,,http://tusiworks.iptime.org/brandifile/title-15755520-2.jpg,,,,,,,,,,,,,,,,,,,,,,9.9
b-banharimarket-15755520,,,,,,,,베이지,,free (일반배송),,,BR-banharimarket-[단독가] (7col)찰랑 옆트임 브이넥 여리 티셔츠_반하리마켓-베이지-15755520,0,shopify,50,deny,manual,29.7,,true,true,,http://tusiworks.iptime.org/brandifile/title-15755520-3.jpg,,,,,,,,,,,,,,,,,,,,,,9.9
b-banharimarket-15755520,,,,,,,,블루,,free (일반배송),,,BR-banharimarket-[단독가] (7col)찰랑 옆트임 브이넥 여리 티셔츠_반하리마켓-블루-15755520,0,shopify,50,deny,manual,29.7,,true,true,,,,,,,,,,,,,,,,,,,,,,,,9.9
b-banharimarket-15755520,,,,,,,,핑크,,free (일반배송),,,BR-banharimarket-[단독가] (7col)찰랑 옆트임 브이넥 여리 티셔츠_반하리마켓-핑크-15755520,0,shopify,50,deny,manual,29.7,,true,true,,,,,,,,,,,,,,,,,,,,,,,,9.9
b-banharimarket-15755520,,,,,,,,노랑,,free (일반배송),,,BR-banharimarket-[단독가] (7col)찰랑 옆트임 브이넥 여리 티셔츠_반하리마켓-노랑-15755520,0,shopify,50,deny,manual,29.7,,true,true,,,,,,,,,,,,,,,,,,,,,,,,9.9
b-banharimarket-15755520,,,,,,,,그레이,,free (일반배송),,,BR-banharimarket-[단독가] (7col)찰랑 옆트임 브이넥 여리 티셔츠_반하리마켓-그레이-15755520,0,shopify,50,deny,manual,29.7,,true,true,,,,,,,,,,,,,,,,,,,,,,,,9.9
b-banharimarket-15754321,,,,,,,,딥그린,,,,,BR-banharimarket-(9col/봄신상)루즈핏 라운드 무지 니트 티셔츠_반하리마켓-딥그린-15754321,0,shopify,50,deny,manual,44.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-15754321-2.jpg,,,,,,,,,,,,,,,,,,,,,,14.7
b-banharimarket-15754321,,,,,,,,베이지,,,,,BR-banharimarket-(9col/봄신상)루즈핏 라운드 무지 니트 티셔츠_반하리마켓-베이지-15754321,0,shopify,50,deny,manual,44.1,,true,true,,,,,,,,,,,,,,,,,,,,,,,,14.7
b-banharimarket-15754321,,,,,,,,레드,,,,,BR-banharimarket-(9col/봄신상)루즈핏 라운드 무지 니트 티셔츠_반하리마켓-레드-15754321,0,shopify,50,deny,manual,44.1,,true,true,,,,,,,,,,,,,,,,,,,,,,,,14.7
b-banharimarket-15754321,,,,,,,,바이올레,,,,,BR-banharimarket-(9col/봄신상)루즈핏 라운드 무지 니트 티셔츠_반하리마켓-바이올레-15754321,0,shopify,50,deny,manual,44.1,,true,true,,,,,,,,,,,,,,,,,,,,,,,,14.7
b-banharimarket-15754321,,,,,,,,브라운,,,,,BR-banharimarket-(9col/봄신상)루즈핏 라운드 무지 니트 티셔츠_반하리마켓-브라운-15754321,0,shopify,50,deny,manual,44.1,,true,true,,,,,,,,,,,,,,,,,,,,,,,,14.7
b-banharimarket-15754321,,,,,,,,벽돌,,,,,BR-banharimarket-(9col/봄신상)루즈핏 라운드 무지 니트 티셔츠_반하리마켓-벽돌-15754321,0,shopify,50,deny,manual,44.1,,true,true,,,,,,,,,,,,,,,,,,,,,,,,14.7
b-banharimarket-15754321,,,,,,,,아이보리,,,,,BR-banharimarket-(9col/봄신상)루즈핏 라운드 무지 니트 티셔츠_반하리마켓-아이보리-15754321,0,shopify,50,deny,manual,44.1,,true,true,,,,,,,,,,,,,,,,,,,,,,,,14.7
b-banharimarket-15754321,,,,,,,,연두,,,,,BR-banharimarket-(9col/봄신상)루즈핏 라운드 무지 니트 티셔츠_반하리마켓-연두-15754321,0,shopify,50,deny,manual,44.1,,true,true,,,,,,,,,,,,,,,,,,,,,,,,14.7
b-banharimarket-15706574,,,,,,,,아이보리,,free,,,BR-banharimarket-(8col)셔링 니트 반팔티_반하리마켓-아이보리-15706574,0,shopify,50,deny,manual,29.7,,true,true,,,,,,,,,,,,,,,,,,,,,,,,9.9
b-banharimarket-15706574,,,,,,,,핑크,,free,,,BR-banharimarket-(8col)셔링 니트 반팔티_반하리마켓-핑크-15706574,0,shopify,50,deny,manual,29.7,,true,true,,,,,,,,,,,,,,,,,,,,,,,,9.9
b-banharimarket-15706574,,,,,,,,바이올렛,,free,,,BR-banharimarket-(8col)셔링 니트 반팔티_반하리마켓-바이올렛-15706574,0,shopify,50,deny,manual,29.7,,true,true,,,,,,,,,,,,,,,,,,,,,,,,9.9
b-banharimarket-15706574,,,,,,,,옐로우,,free,,,BR-banharimarket-(8col)셔링 니트 반팔티_반하리마켓-옐로우-15706574,0,shopify,50,deny,manual,29.7,,true,true,,,,,,,,,,,,,,,,,,,,,,,,9.9
b-banharimarket-15706574,,,,,,,,그린,,free,,,BR-banharimarket-(8col)셔링 니트 반팔티_반하리마켓-그린-15706574,0,shopify,50,deny,manual,29.7,,true,true,,,,,,,,,,,,,,,,,,,,,,,,9.9
b-banharimarket-15706574,,,,,,,,베이지,,free,,,BR-banharimarket-(8col)셔링 니트 반팔티_반하리마켓-베이지-15706574,0,shopify,50,deny,manual,29.7,,true,true,,,,,,,,,,,,,,,,,,,,,,,,9.9
b-banharimarket-15706574,,,,,,,,레드,,free,,,BR-banharimarket-(8col)셔링 니트 반팔티_반하리마켓-레드-15706574,0,shopify,50,deny,manual,29.7,,true,true,,,,,,,,,,,,,,,,,,,,,,,,9.9
b-banharimarket-15657192,,,,,,,,검정,,free,,,BR-banharimarket-(3col) 비컴 레터링 루즈핏 반팔 티셔츠_반하리마켓-검정-15657192,0,shopify,50,deny,manual,29.4,,true,true,,http://tusiworks.iptime.org/brandifile/title-15657192-2.jpg,,,,,,,,,,,,,,,,,,,,,,9.8
b-banharimarket-15657192,,,,,,,,핑크,,free,,,BR-banharimarket-(3col) 비컴 레터링 루즈핏 반팔 티셔츠_반하리마켓-핑크-15657192,0,shopify,50,deny,manual,29.4,,true,true,,http://tusiworks.iptime.org/brandifile/title-15657192-3.jpg,,,,,,,,,,,,,,,,,,,,,,9.8
b-banharimarket-15655068,,,,,,,,바이올렛,,,,,BR-banharimarket-(6col) 쫀쫀 텐셀 반팔 옆셔링 티셔츠_반하리마켓-바이올렛-15655068,0,shopify,50,deny,manual,29.4,,true,true,,http://tusiworks.iptime.org/brandifile/title-15655068-2.jpg,,,,,,,,,,,,,,,,,,,,,,9.8
b-banharimarket-15655068,,,,,,,,핑크,,,,,BR-banharimarket-(6col) 쫀쫀 텐셀 반팔 옆셔링 티셔츠_반하리마켓-핑크-15655068,0,shopify,50,deny,manual,29.4,,true,true,,http://tusiworks.iptime.org/brandifile/title-15655068-3.jpg,,,,,,,,,,,,,,,,,,,,,,9.8
b-banharimarket-15655068,,,,,,,,아이보리,,,,,BR-banharimarket-(6col) 쫀쫀 텐셀 반팔 옆셔링 티셔츠_반하리마켓-아이보리-15655068,0,shopify,50,deny,manual,29.4,,true,true,,http://tusiworks.iptime.org/brandifile/title-15655068-4.jpg,,,,,,,,,,,,,,,,,,,,,,9.8
b-banharimarket-15655068,,,,,,,,블랙,,,,,BR-banharimarket-(6col) 쫀쫀 텐셀 반팔 옆셔링 티셔츠_반하리마켓-블랙-15655068,0,shopify,50,deny,manual,29.4,,true,true,,http://tusiworks.iptime.org/brandifile/title-15655068-5.jpg,,,,,,,,,,,,,,,,,,,,,,9.8
b-banharimarket-15655068,,,,,,,,민트,,,,,BR-banharimarket-(6col) 쫀쫀 텐셀 반팔 옆셔링 티셔츠_반하리마켓-민트-15655068,0,shopify,50,deny,manual,29.4,,true,true,,,,,,,,,,,,,,,,,,,,,,,,9.8
b-banharimarket-15599729,,,,,,,,화이트,,free,,,BR-banharimarket-(4col) 홀터 크롭 이너 끈나시 티셔츠_반하리마켓-화이트-15599729,0,shopify,50,deny,manual,29.4,,true,true,,http://tusiworks.iptime.org/brandifile/title-15599729-2.jpg,,,,,,,,,,,,,,,,,,,,,,9.8
b-banharimarket-15599729,,,,,,,,소라,,free,,,BR-banharimarket-(4col) 홀터 크롭 이너 끈나시 티셔츠_반하리마켓-소라-15599729,0,shopify,50,deny,manual,29.4,,true,true,,http://tusiworks.iptime.org/brandifile/title-15599729-3.jpg,,,,,,,,,,,,,,,,,,,,,,9.8
b-banharimarket-15599729,,,,,,,,카멜,,free,,,BR-banharimarket-(4col) 홀터 크롭 이너 끈나시 티셔츠_반하리마켓-카멜-15599729,0,shopify,50,deny,manual,29.4,,true,true,,http://tusiworks.iptime.org/brandifile/title-15599729-4.jpg,,,,,,,,,,,,,,,,,,,,,,9.8
b-banharimarket-15599597,,,,,,,,민트,,free,,,BR-banharimarket-(5col) 물결 셔링 크롭 오프 반팔 티셔츠_반하리마켓-민트-15599597,0,shopify,50,deny,manual,29.4,,true,true,,http://tusiworks.iptime.org/brandifile/title-15599597-2.jpg,,,,,,,,,,,,,,,,,,,,,,9.8
b-banharimarket-15599597,,,,,,,,화이트,,free,,,BR-banharimarket-(5col) 물결 셔링 크롭 오프 반팔 티셔츠_반하리마켓-화이트-15599597,0,shopify,50,deny,manual,29.4,,true,true,,http://tusiworks.iptime.org/brandifile/title-15599597-3.jpg,,,,,,,,,,,,,,,,,,,,,,9.8
b-banharimarket-15599597,,,,,,,,핑크,,free,,,BR-banharimarket-(5col) 물결 셔링 크롭 오프 반팔 티셔츠_반하리마켓-핑크-15599597,0,shopify,50,deny,manual,29.4,,true,true,,http://tusiworks.iptime.org/brandifile/title-15599597-4.jpg,,,,,,,,,,,,,,,,,,,,,,9.8
b-banharimarket-15599597,,,,,,,,블랙,,free,,,BR-banharimarket-(5col) 물결 셔링 크롭 오프 반팔 티셔츠_반하리마켓-블랙-15599597,0,shopify,50,deny,manual,29.4,,true,true,,http://tusiworks.iptime.org/brandifile/title-15599597-5.jpg,,,,,,,,,,,,,,,,,,,,,,9.8
b-banharimarket-15599362,,,,,,,,블랙,,free,,,BR-banharimarket-(4col)크롭 셔링 티셔츠_반하리마켓-블랙-15599362,0,shopify,50,deny,manual,35.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-15599362-2.jpg,,,,,,,,,,,,,,,,,,,,,,11.7
b-banharimarket-15599362,,,,,,,,소라,,free,,,BR-banharimarket-(4col)크롭 셔링 티셔츠_반하리마켓-소라-15599362,0,shopify,50,deny,manual,35.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-15599362-3.jpg,,,,,,,,,,,,,,,,,,,,,,11.7
b-banharimarket-15599362,,,,,,,,바이올렛,,free,,,BR-banharimarket-(4col)크롭 셔링 티셔츠_반하리마켓-바이올렛-15599362,0,shopify,50,deny,manual,35.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-15599362-4.jpg,,,,,,,,,,,,,,,,,,,,,,11.7
b-banharimarket-15559441,,,,,,,,라임,,free (06/09(화) 발송)  하루배송,,,BR-banharimarket-(8col) 봄 라운드 루즈핏 니트 티셔츠_반하리마켓-라임-15559441,0,shopify,50,deny,manual,44.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-15559441-2.jpg,,,,,,,,,,,,,,,,,,,,,,14.7
b-banharimarket-15559441,,,,,,,,아이보리,,free (06/09(화) 발송)  하루배송,,,BR-banharimarket-(8col) 봄 라운드 루즈핏 니트 티셔츠_반하리마켓-아이보리-15559441,0,shopify,50,deny,manual,44.1,,true,true,,,,,,,,,,,,,,,,,,,,,,,,14.7
b-banharimarket-15559441,,,,,,,,베이지,,free (06/09(화) 발송)  하루배송,,,BR-banharimarket-(8col) 봄 라운드 루즈핏 니트 티셔츠_반하리마켓-베이지-15559441,0,shopify,50,deny,manual,44.1,,true,true,,,,,,,,,,,,,,,,,,,,,,,,14.7
b-banharimarket-15559441,,,,,,,,핑크,,free (06/09(화) 발송)  하루배송,,,BR-banharimarket-(8col) 봄 라운드 루즈핏 니트 티셔츠_반하리마켓-핑크-15559441,0,shopify,50,deny,manual,44.1,,true,true,,,,,,,,,,,,,,,,,,,,,,,,14.7
b-banharimarket-15559441,,,,,,,,블루,,free (06/09(화) 발송)  하루배송,,,BR-banharimarket-(8col) 봄 라운드 루즈핏 니트 티셔츠_반하리마켓-블루-15559441,0,shopify,50,deny,manual,44.1,,true,true,,,,,,,,,,,,,,,,,,,,,,,,14.7
b-banharimarket-15559441,,,,,,,,옐로우,,free (06/09(화) 발송)  하루배송,,,BR-banharimarket-(8col) 봄 라운드 루즈핏 니트 티셔츠_반하리마켓-옐로우-15559441,0,shopify,50,deny,manual,44.1,,true,true,,,,,,,,,,,,,,,,,,,,,,,,14.7
b-banharimarket-15559441,,,,,,,,레드,,free (06/09(화) 발송)  하루배송,,,BR-banharimarket-(8col) 봄 라운드 루즈핏 니트 티셔츠_반하리마켓-레드-15559441,0,shopify,50,deny,manual,44.1,,true,true,,,,,,,,,,,,,,,,,,,,,,,,14.7
b-banharimarket-15522117,,,,,,,,블랙,,free,,,BR-banharimarket-(8col)스퀘어넥 무지 사각 반팔 니트 티셔츠_반하리마켓-블랙-15522117,0,shopify,50,deny,manual,41.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-15522117-2.jpg,,,,,,,,,,,,,,,,,,,,,,13.7
b-banharimarket-15522117,,,,,,,,레드,,free,,,BR-banharimarket-(8col)스퀘어넥 무지 사각 반팔 니트 티셔츠_반하리마켓-레드-15522117,0,shopify,50,deny,manual,41.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-15522117-3.jpg,,,,,,,,,,,,,,,,,,,,,,13.7
b-banharimarket-15522117,,,,,,,,블루,,free,,,BR-banharimarket-(8col)스퀘어넥 무지 사각 반팔 니트 티셔츠_반하리마켓-블루-15522117,0,shopify,50,deny,manual,41.1,,true,true,,,,,,,,,,,,,,,,,,,,,,,,13.7
b-banharimarket-15522117,,,,,,,,소라,,free,,,BR-banharimarket-(8col)스퀘어넥 무지 사각 반팔 니트 티셔츠_반하리마켓-소라-15522117,0,shopify,50,deny,manual,41.1,,true,true,,,,,,,,,,,,,,,,,,,,,,,,13.7
b-banharimarket-15522117,,,,,,,,초록,,free,,,BR-banharimarket-(8col)스퀘어넥 무지 사각 반팔 니트 티셔츠_반하리마켓-초록-15522117,0,shopify,50,deny,manual,41.1,,true,true,,,,,,,,,,,,,,,,,,,,,,,,13.7
b-banharimarket-15522117,,,,,,,,베이지,,free,,,BR-banharimarket-(8col)스퀘어넥 무지 사각 반팔 니트 티셔츠_반하리마켓-베이지-15522117,0,shopify,50,deny,manual,41.1,,true,true,,,,,,,,,,,,,,,,,,,,,,,,13.7
b-banharimarket-15522117,,,,,,,,옐로우,,free,,,BR-banharimarket-(8col)스퀘어넥 무지 사각 반팔 니트 티셔츠_반하리마켓-옐로우-15522117,0,shopify,50,deny,manual,41.1,,true,true,,,,,,,,,,,,,,,,,,,,,,,,13.7
b-banharimarket-15521528,,,,,,,,블랙,,free,,,BR-banharimarket-(7col) 스퀘어넥 단가라 니트 티셔츠_반하리마켓-블랙-15521528,0,shopify,50,deny,manual,41.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-15521528-2.jpg,,,,,,,,,,,,,,,,,,,,,,13.7
b-banharimarket-15521528,,,,,,,,소라,,free,,,BR-banharimarket-(7col) 스퀘어넥 단가라 니트 티셔츠_반하리마켓-소라-15521528,0,shopify,50,deny,manual,41.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-15521528-3.jpg,,,,,,,,,,,,,,,,,,,,,,13.7
b-banharimarket-15521528,,,,,,,,민트,,free,,,BR-banharimarket-(7col) 스퀘어넥 단가라 니트 티셔츠_반하리마켓-민트-15521528,0,shopify,50,deny,manual,41.1,,true,true,,,,,,,,,,,,,,,,,,,,,,,,13.7
b-banharimarket-15521528,,,,,,,,베이지,,free,,,BR-banharimarket-(7col) 스퀘어넥 단가라 니트 티셔츠_반하리마켓-베이지-15521528,0,shopify,50,deny,manual,41.1,,true,true,,,,,,,,,,,,,,,,,,,,,,,,13.7
b-banharimarket-15521528,,,,,,,,브라운,,free,,,BR-banharimarket-(7col) 스퀘어넥 단가라 니트 티셔츠_반하리마켓-브라운-15521528,0,shopify,50,deny,manual,41.1,,true,true,,,,,,,,,,,,,,,,,,,,,,,,13.7
b-banharimarket-15521528,,,,,,,,레드,,free,,,BR-banharimarket-(7col) 스퀘어넥 단가라 니트 티셔츠_반하리마켓-레드-15521528,0,shopify,50,deny,manual,41.1,,true,true,,,,,,,,,,,,,,,,,,,,,,,,13.7
b-banharimarket-15505990,,,,,,,,아이보리,,free (일반배송),,,BR-banharimarket-(5col)파스텔 라운드 펀칭 크롭 반팔 니트_반하리마켓-아이보리-15505990,0,shopify,50,deny,manual,56.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-15505990-2.jpg,,,,,,,,,,,,,,,,,,,,,,18.7
b-banharimarket-15505990,,,,,,,,베이지,,free (일반배송),,,BR-banharimarket-(5col)파스텔 라운드 펀칭 크롭 반팔 니트_반하리마켓-베이지-15505990,0,shopify,50,deny,manual,56.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-15505990-3.jpg,,,,,,,,,,,,,,,,,,,,,,18.7
b-banharimarket-15505990,,,,,,,,오렌지,,free (일반배송),,,BR-banharimarket-(5col)파스텔 라운드 펀칭 크롭 반팔 니트_반하리마켓-오렌지-15505990,0,shopify,50,deny,manual,56.1,,true,true,,,,,,,,,,,,,,,,,,,,,,,,18.7
b-banharimarket-15505990,,,,,,,,초록,,free (일반배송),,,BR-banharimarket-(5col)파스텔 라운드 펀칭 크롭 반팔 니트_반하리마켓-초록-15505990,0,shopify,50,deny,manual,56.1,,true,true,,,,,,,,,,,,,,,,,,,,,,,,18.7
b-banharimarket-15505834,,,,,,,,크림,,free,,,BR-banharimarket-(5col)봄 펀칭 브이넥 샤베트 니트_반하리마켓-크림-15505834,0,shopify,50,deny,manual,56.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-15505834-2.jpg,,,,,,,,,,,,,,,,,,,,,,18.7
b-banharimarket-15505834,,,,,,,,핑크,,free,,,BR-banharimarket-(5col)봄 펀칭 브이넥 샤베트 니트_반하리마켓-핑크-15505834,0,shopify,50,deny,manual,56.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-15505834-3.jpg,,,,,,,,,,,,,,,,,,,,,,18.7
