Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,variant_barcord,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,goggle_shopping_age_group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,google_shopping_custion_label0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
b-banharimarket-17123097,,,,,,,,화이트,,,,,BR-banharimarket-(5col)스퀘어넥 슬림 데일리 반팔 티셔츠_반하리마켓-화이트-17123097,0,shopify,50,deny,manual,29.4,,true,true,,http://tusiworks.iptime.org/brandifile/title-17123097-2.jpg,,,,,,,,,,,,,,,,,,,,,,9.8
b-banharimarket-17123097,,,,,,,,핑크,,,,,BR-banharimarket-(5col)스퀘어넥 슬림 데일리 반팔 티셔츠_반하리마켓-핑크-17123097,0,shopify,50,deny,manual,29.4,,true,true,,http://tusiworks.iptime.org/brandifile/title-17123097-3.jpg,,,,,,,,,,,,,,,,,,,,,,9.8
b-banharimarket-17123097,,,,,,,,소라,,,,,BR-banharimarket-(5col)스퀘어넥 슬림 데일리 반팔 티셔츠_반하리마켓-소라-17123097,0,shopify,50,deny,manual,29.4,,true,true,,http://tusiworks.iptime.org/brandifile/title-17123097-4.jpg,,,,,,,,,,,,,,,,,,,,,,9.8
b-banharimarket-17123097,,,,,,,,옐로우,,,,,BR-banharimarket-(5col)스퀘어넥 슬림 데일리 반팔 티셔츠_반하리마켓-옐로우-17123097,0,shopify,50,deny,manual,29.4,,true,true,,http://tusiworks.iptime.org/brandifile/title-17123097-5.jpg,,,,,,,,,,,,,,,,,,,,,,9.8
b-banharimarket-17121811,,,,,,,,화이트,,,,,BR-banharimarket-(5col)오프 골지 슬림 반팔 티셔츠_반하리마켓-화이트-17121811,0,shopify,50,deny,manual,29.4,,true,true,,http://tusiworks.iptime.org/brandifile/title-17121811-2.jpg,,,,,,,,,,,,,,,,,,,,,,9.8
b-banharimarket-17121811,,,,,,,,베이지,,,,,BR-banharimarket-(5col)오프 골지 슬림 반팔 티셔츠_반하리마켓-베이지-17121811,0,shopify,50,deny,manual,29.4,,true,true,,,,,,,,,,,,,,,,,,,,,,,,9.8
b-banharimarket-17121811,,,,,,,,핑크,,,,,BR-banharimarket-(5col)오프 골지 슬림 반팔 티셔츠_반하리마켓-핑크-17121811,0,shopify,50,deny,manual,29.4,,true,true,,,,,,,,,,,,,,,,,,,,,,,,9.8
b-banharimarket-17121811,,,,,,,,그레이,,,,,BR-banharimarket-(5col)오프 골지 슬림 반팔 티셔츠_반하리마켓-그레이-17121811,0,shopify,50,deny,manual,29.4,,true,true,,,,,,,,,,,,,,,,,,,,,,,,9.8
b-banharimarket-17121281,,,,,,,,화이트,,free,,,BR-banharimarket-(4col)플라워 셔링 반팔 티셔츠_반하리마켓-화이트-17121281,0,shopify,50,deny,manual,35.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-17121281-2.jpg,,,,,,,,,,,,,,,,,,,,,,11.7
b-banharimarket-17121281,,,,,,,,핑크,,free,,,BR-banharimarket-(4col)플라워 셔링 반팔 티셔츠_반하리마켓-핑크-17121281,0,shopify,50,deny,manual,35.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-17121281-3.jpg,,,,,,,,,,,,,,,,,,,,,,11.7
b-banharimarket-17121281,,,,,,,,민트,,free,,,BR-banharimarket-(4col)플라워 셔링 반팔 티셔츠_반하리마켓-민트-17121281,0,shopify,50,deny,manual,35.1,,true,true,,,,,,,,,,,,,,,,,,,,,,,,11.7
b-banharimarket-17100312,,,,,,,,블랙,,free,,,BR-banharimarket-(4col)스모크 어깨 리본 나시 블라우스_반하리마켓-블랙-17100312,0,shopify,50,deny,manual,29.7,,true,true,,http://tusiworks.iptime.org/brandifile/title-17100312-2.jpg,,,,,,,,,,,,,,,,,,,,,,9.9
b-banharimarket-17100312,,,,,,,,옐로우,,free,,,BR-banharimarket-(4col)스모크 어깨 리본 나시 블라우스_반하리마켓-옐로우-17100312,0,shopify,50,deny,manual,29.7,,true,true,,,,,,,,,,,,,,,,,,,,,,,,9.9
b-banharimarket-17100312,,,,,,,,민트,,free,,,BR-banharimarket-(4col)스모크 어깨 리본 나시 블라우스_반하리마켓-민트-17100312,0,shopify,50,deny,manual,29.7,,true,true,,,,,,,,,,,,,,,,,,,,,,,,9.9
b-banharimarket-17099458,,,,,,,,레드,,free,,,BR-banharimarket-(5col)제리 펀칭 라운드 반팔 니트 티셔츠_반하리마켓-레드-17099458,0,shopify,50,deny,manual,50.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-17099458-2.jpg,,,,,,,,,,,,,,,,,,,,,,16.7
b-banharimarket-17099458,,,,,,,,아이보리,,free,,,BR-banharimarket-(5col)제리 펀칭 라운드 반팔 니트 티셔츠_반하리마켓-아이보리-17099458,0,shopify,50,deny,manual,50.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-17099458-3.jpg,,,,,,,,,,,,,,,,,,,,,,16.7
b-banharimarket-17099458,,,,,,,,베이지,,free,,,BR-banharimarket-(5col)제리 펀칭 라운드 반팔 니트 티셔츠_반하리마켓-베이지-17099458,0,shopify,50,deny,manual,50.1,,true,true,,,,,,,,,,,,,,,,,,,,,,,,16.7
b-banharimarket-17099458,,,,,,,,블루,,free,,,BR-banharimarket-(5col)제리 펀칭 라운드 반팔 니트 티셔츠_반하리마켓-블루-17099458,0,shopify,50,deny,manual,50.1,,true,true,,,,,,,,,,,,,,,,,,,,,,,,16.7
b-banharimarket-17070111,,,,,,,,블랙,,,,,"BR-banharimarket-(7col)여름이왔어요, 브이넥 쿨니트 티셔츠_반하리마켓-블랙-17070111",0,shopify,50,deny,manual,44.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-17070111-2.jpg,,,,,,,,,,,,,,,,,,,,,,14.7
b-banharimarket-17070111,,,,,,,,소라,,,,,"BR-banharimarket-(7col)여름이왔어요, 브이넥 쿨니트 티셔츠_반하리마켓-소라-17070111",0,shopify,50,deny,manual,44.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-17070111-3.jpg,,,,,,,,,,,,,,,,,,,,,,14.7
b-banharimarket-17070111,,,,,,,,오렌지,,,,,"BR-banharimarket-(7col)여름이왔어요, 브이넥 쿨니트 티셔츠_반하리마켓-오렌지-17070111",0,shopify,50,deny,manual,44.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-17070111-4.jpg,,,,,,,,,,,,,,,,,,,,,,14.7
b-banharimarket-17070111,,,,,,,,바이올렛,,,,,"BR-banharimarket-(7col)여름이왔어요, 브이넥 쿨니트 티셔츠_반하리마켓-바이올렛-17070111",0,shopify,50,deny,manual,44.1,,true,true,,,,,,,,,,,,,,,,,,,,,,,,14.7
b-banharimarket-17070111,,,,,,,,옐로우,,,,,"BR-banharimarket-(7col)여름이왔어요, 브이넥 쿨니트 티셔츠_반하리마켓-옐로우-17070111",0,shopify,50,deny,manual,44.1,,true,true,,,,,,,,,,,,,,,,,,,,,,,,14.7
b-banharimarket-17070111,,,,,,,,레드,,,,,"BR-banharimarket-(7col)여름이왔어요, 브이넥 쿨니트 티셔츠_반하리마켓-레드-17070111",0,shopify,50,deny,manual,44.1,,true,true,,,,,,,,,,,,,,,,,,,,,,,,14.7
b-banharimarket-16910403,,,,,,,,블랙,,free,,,BR-banharimarket-(4col/오프숄더가능) 퍼프 크롭 아방 블라우스_반하리마켓-블랙-16910403,0,shopify,50,deny,manual,44.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-16910403-2.jpg,,,,,,,,,,,,,,,,,,,,,,14.7
b-banharimarket-16910403,,,,,,,,와인,,free,,,BR-banharimarket-(4col/오프숄더가능) 퍼프 크롭 아방 블라우스_반하리마켓-와인-16910403,0,shopify,50,deny,manual,44.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-16910403-3.jpg,,,,,,,,,,,,,,,,,,,,,,14.7
b-banharimarket-16910403,,,,,,,,바이올렛,,free,,,BR-banharimarket-(4col/오프숄더가능) 퍼프 크롭 아방 블라우스_반하리마켓-바이올렛-16910403,0,shopify,50,deny,manual,44.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-16910403-4.jpg,,,,,,,,,,,,,,,,,,,,,,14.7
b-banharimarket-16909802,,,,,,,,블랙,,,,,BR-banharimarket-(4col)린넨 물결 여리 골지 니트 티셔츠_반하리마켓-블랙-16909802,0,shopify,50,deny,manual,44.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-16909802-2.jpg,,,,,,,,,,,,,,,,,,,,,,14.7
b-banharimarket-16909802,,,,,,,,카키,,,,,BR-banharimarket-(4col)린넨 물결 여리 골지 니트 티셔츠_반하리마켓-카키-16909802,0,shopify,50,deny,manual,44.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-16909802-3.jpg,,,,,,,,,,,,,,,,,,,,,,14.7
b-banharimarket-16909802,,,,,,,,베이지,,,,,BR-banharimarket-(4col)린넨 물결 여리 골지 니트 티셔츠_반하리마켓-베이지-16909802,0,shopify,50,deny,manual,44.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-16909802-4.jpg,,,,,,,,,,,,,,,,,,,,,,14.7
b-banharimarket-16896246,,,,,,,,블랙,,free,,,BR-banharimarket-(6col/린넨) 썸머 린넨 루즈 니트 티셔츠_반하리마켓-블랙-16896246,0,shopify,50,deny,manual,41.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-16896246-2.jpg,,,,,,,,,,,,,,,,,,,,,,13.7
b-banharimarket-16896246,,,,,,,,베이지,,free,,,BR-banharimarket-(6col/린넨) 썸머 린넨 루즈 니트 티셔츠_반하리마켓-베이지-16896246,0,shopify,50,deny,manual,41.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-16896246-3.jpg,,,,,,,,,,,,,,,,,,,,,,13.7
b-banharimarket-16896246,,,,,,,,카키,,free,,,BR-banharimarket-(6col/린넨) 썸머 린넨 루즈 니트 티셔츠_반하리마켓-카키-16896246,0,shopify,50,deny,manual,41.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-16896246-4.jpg,,,,,,,,,,,,,,,,,,,,,,13.7
b-banharimarket-16896246,,,,,,,,소라,,free,,,BR-banharimarket-(6col/린넨) 썸머 린넨 루즈 니트 티셔츠_반하리마켓-소라-16896246,0,shopify,50,deny,manual,41.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-16896246-5.jpg,,,,,,,,,,,,,,,,,,,,,,13.7
b-banharimarket-16896246,,,,,,,,바이올렛,,free,,,BR-banharimarket-(6col/린넨) 썸머 린넨 루즈 니트 티셔츠_반하리마켓-바이올렛-16896246,0,shopify,50,deny,manual,41.1,,true,true,,,,,,,,,,,,,,,,,,,,,,,,13.7
b-banharimarket-16896041,,,,,,,,아이보리,,,,,BR-banharimarket-(5col)지퍼 카라 골지  반팔 티셔츠_반하리마켓-아이보리-16896041,0,shopify,50,deny,manual,41.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-16896041-2.jpg,,,,,,,,,,,,,,,,,,,,,,13.7
b-banharimarket-16896041,,,,,,,,보라,,,,,BR-banharimarket-(5col)지퍼 카라 골지  반팔 티셔츠_반하리마켓-보라-16896041,0,shopify,50,deny,manual,41.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-16896041-3.jpg,,,,,,,,,,,,,,,,,,,,,,13.7
b-banharimarket-16896041,,,,,,,,연두,,,,,BR-banharimarket-(5col)지퍼 카라 골지  반팔 티셔츠_반하리마켓-연두-16896041,0,shopify,50,deny,manual,41.1,,true,true,,,,,,,,,,,,,,,,,,,,,,,,13.7
b-banharimarket-16896041,,,,,,,,소라,,,,,BR-banharimarket-(5col)지퍼 카라 골지  반팔 티셔츠_반하리마켓-소라-16896041,0,shopify,50,deny,manual,41.1,,true,true,,,,,,,,,,,,,,,,,,,,,,,,13.7
b-banharimarket-16895866,,,,,,,,블랙,,free,,,"BR-banharimarket-(4col)살타기 싫을때, 텐셀 찰랑 여리 브이넥 티셔츠_반하리마켓-블랙-16895866",0,shopify,50,deny,manual,44.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-16895866-2.jpg,,,,,,,,,,,,,,,,,,,,,,14.7
b-banharimarket-16895866,,,,,,,,베이지,,free,,,"BR-banharimarket-(4col)살타기 싫을때, 텐셀 찰랑 여리 브이넥 티셔츠_반하리마켓-베이지-16895866",0,shopify,50,deny,manual,44.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-16895866-3.jpg,,,,,,,,,,,,,,,,,,,,,,14.7
b-banharimarket-16895866,,,,,,,,소라,,free,,,"BR-banharimarket-(4col)살타기 싫을때, 텐셀 찰랑 여리 브이넥 티셔츠_반하리마켓-소라-16895866",0,shopify,50,deny,manual,44.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-16895866-4.jpg,,,,,,,,,,,,,,,,,,,,,,14.7
b-banharimarket-16895604,,,,,,,,블랙,,free,,,BR-banharimarket-(4col)꼬임 크롭 골지 반팔 티셔츠_반하리마켓-블랙-16895604,0,shopify,50,deny,manual,44.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-16895604-2.jpg,,,,,,,,,,,,,,,,,,,,,,14.7
b-banharimarket-16895604,,,,,,,,바이올렛,,free,,,BR-banharimarket-(4col)꼬임 크롭 골지 반팔 티셔츠_반하리마켓-바이올렛-16895604,0,shopify,50,deny,manual,44.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-16895604-3.jpg,,,,,,,,,,,,,,,,,,,,,,14.7
b-banharimarket-16895604,,,,,,,,카키,,free,,,BR-banharimarket-(4col)꼬임 크롭 골지 반팔 티셔츠_반하리마켓-카키-16895604,0,shopify,50,deny,manual,44.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-16895604-4.jpg,,,,,,,,,,,,,,,,,,,,,,14.7
b-banharimarket-16895422,,,,,,,,블랙,,,,,BR-banharimarket-(4col)시스루 루즈핏 단가라 티셔츠_반하리마켓아이-블랙-16895422,0,shopify,50,deny,manual,41.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-16895422-2.jpg,,,,,,,,,,,,,,,,,,,,,,13.7
b-banharimarket-16895422,,,,,,,,옐로우,,,,,BR-banharimarket-(4col)시스루 루즈핏 단가라 티셔츠_반하리마켓아이-옐로우-16895422,0,shopify,50,deny,manual,41.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-16895422-3.jpg,,,,,,,,,,,,,,,,,,,,,,13.7
b-banharimarket-16895422,,,,,,,,연두,,,,,BR-banharimarket-(4col)시스루 루즈핏 단가라 티셔츠_반하리마켓아이-연두-16895422,0,shopify,50,deny,manual,41.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-16895422-4.jpg,,,,,,,,,,,,,,,,,,,,,,13.7
b-banharimarket-16895341,,,,,,,,소라,,free,,,BR-banharimarket-(3col)하운드 체크 니트 반팔 티셔츠_반하리마켓-소라-16895341,0,shopify,50,deny,manual,35.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-16895341-2.jpg,,,,,,,,,,,,,,,,,,,,,,11.7
b-banharimarket-16895341,,,,,,,,연두,,free,,,BR-banharimarket-(3col)하운드 체크 니트 반팔 티셔츠_반하리마켓-연두-16895341,0,shopify,50,deny,manual,35.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-16895341-3.jpg,,,,,,,,,,,,,,,,,,,,,,11.7
b-banharimarket-16893477,,,,,,,,옐로우,,free (SOLD OUT),,,BR-banharimarket-(4col)린넨 요거트 스퀘어 퍼프 반팔 블라우스_반하리마켓-옐로우-16893477,0,shopify,50,deny,manual,59.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-16893477-2.jpg,,,,,,,,,,,,,,,,,,,,,,19.7
b-banharimarket-16893477,,,,,,,,베이지,,free (SOLD OUT),,,BR-banharimarket-(4col)린넨 요거트 스퀘어 퍼프 반팔 블라우스_반하리마켓-베이지-16893477,0,shopify,50,deny,manual,59.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-16893477-3.jpg,,,,,,,,,,,,,,,,,,,,,,19.7
b-banharimarket-16893477,,,,,,,,바이올렛,,free (SOLD OUT),,,BR-banharimarket-(4col)린넨 요거트 스퀘어 퍼프 반팔 블라우스_반하리마켓-바이올렛-16893477,0,shopify,50,deny,manual,59.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-16893477-4.jpg,,,,,,,,,,,,,,,,,,,,,,19.7
b-banharimarket-16893286,,,,,,,,베이지,,free,,,BR-banharimarket-(4col)찰랑 포켓 여리 티셔츠_반하리마켓-베이지-16893286,0,shopify,50,deny,manual,41.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-16893286-2.jpg,,,,,,,,,,,,,,,,,,,,,,13.7
b-banharimarket-16893286,,,,,,,,블랙,,free,,,BR-banharimarket-(4col)찰랑 포켓 여리 티셔츠_반하리마켓-블랙-16893286,0,shopify,50,deny,manual,41.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-16893286-3.jpg,,,,,,,,,,,,,,,,,,,,,,13.7
b-banharimarket-16893286,,,,,,,,그레이,,free,,,BR-banharimarket-(4col)찰랑 포켓 여리 티셔츠_반하리마켓-그레이-16893286,0,shopify,50,deny,manual,41.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-16893286-4.jpg,,,,,,,,,,,,,,,,,,,,,,13.7
b-banharimarket-16893088,,,,,,,,블랙,,,,,BR-banharimarket-(5col) 스모크 퍼프 반팔 니트 티셔츠_반하리마켓-블랙-16893088,0,shopify,50,deny,manual,29.7,,true,true,,http://tusiworks.iptime.org/brandifile/title-16893088-2.jpg,,,,,,,,,,,,,,,,,,,,,,9.9
b-banharimarket-16893088,,,,,,,,살구,,,,,BR-banharimarket-(5col) 스모크 퍼프 반팔 니트 티셔츠_반하리마켓-살구-16893088,0,shopify,50,deny,manual,29.7,,true,true,,http://tusiworks.iptime.org/brandifile/title-16893088-3.jpg,,,,,,,,,,,,,,,,,,,,,,9.9
b-banharimarket-16893088,,,,,,,,민트,,,,,BR-banharimarket-(5col) 스모크 퍼프 반팔 니트 티셔츠_반하리마켓-민트-16893088,0,shopify,50,deny,manual,29.7,,true,true,,http://tusiworks.iptime.org/brandifile/title-16893088-4.jpg,,,,,,,,,,,,,,,,,,,,,,9.9
b-banharimarket-16893088,,,,,,,,바이올렛,,,,,BR-banharimarket-(5col) 스모크 퍼프 반팔 니트 티셔츠_반하리마켓-바이올렛-16893088,0,shopify,50,deny,manual,29.7,,true,true,,http://tusiworks.iptime.org/brandifile/title-16893088-5.jpg,,,,,,,,,,,,,,,,,,,,,,9.9
b-banharimarket-16892983,,,,,,,,블랙,,free,,,BR-banharimarket-(5col) 프릴 셔링 반팔 니트 티셔츠_반하리마켓-블랙-16892983,0,shopify,50,deny,manual,35.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-16892983-2.jpg,,,,,,,,,,,,,,,,,,,,,,11.7
b-banharimarket-16892983,,,,,,,,레드,,free,,,BR-banharimarket-(5col) 프릴 셔링 반팔 니트 티셔츠_반하리마켓-레드-16892983,0,shopify,50,deny,manual,35.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-16892983-3.jpg,,,,,,,,,,,,,,,,,,,,,,11.7
b-banharimarket-16892983,,,,,,,,핑크,,free,,,BR-banharimarket-(5col) 프릴 셔링 반팔 니트 티셔츠_반하리마켓-핑크-16892983,0,shopify,50,deny,manual,35.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-16892983-4.jpg,,,,,,,,,,,,,,,,,,,,,,11.7
b-banharimarket-16892983,,,,,,,,옐로우,,free,,,BR-banharimarket-(5col) 프릴 셔링 반팔 니트 티셔츠_반하리마켓-옐로우-16892983,0,shopify,50,deny,manual,35.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-16892983-5.jpg,,,,,,,,,,,,,,,,,,,,,,11.7
b-banharimarket-16815770,,,,,,,,블랙,,,,,BR-banharimarket-(8col)썸머 라운드 무지 니트 티셔츠_반하리마켓-블랙-16815770,0,shopify,50,deny,manual,41.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-16815770-2.jpg,,,,,,,,,,,,,,,,,,,,,,13.7
b-banharimarket-16815770,,,,,,,,베이지,,,,,BR-banharimarket-(8col)썸머 라운드 무지 니트 티셔츠_반하리마켓-베이지-16815770,0,shopify,50,deny,manual,41.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-16815770-3.jpg,,,,,,,,,,,,,,,,,,,,,,13.7
b-banharimarket-16815770,,,,,,,,소라,,,,,BR-banharimarket-(8col)썸머 라운드 무지 니트 티셔츠_반하리마켓-소라-16815770,0,shopify,50,deny,manual,41.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-16815770-4.jpg,,,,,,,,,,,,,,,,,,,,,,13.7
b-banharimarket-16815770,,,,,,,,민트,,,,,BR-banharimarket-(8col)썸머 라운드 무지 니트 티셔츠_반하리마켓-민트-16815770,0,shopify,50,deny,manual,41.1,,true,true,,,,,,,,,,,,,,,,,,,,,,,,13.7
b-banharimarket-16815770,,,,,,,,옐로우,,,,,BR-banharimarket-(8col)썸머 라운드 무지 니트 티셔츠_반하리마켓-옐로우-16815770,0,shopify,50,deny,manual,41.1,,true,true,,,,,,,,,,,,,,,,,,,,,,,,13.7
b-banharimarket-16815770,,,,,,,,레드,,,,,BR-banharimarket-(8col)썸머 라운드 무지 니트 티셔츠_반하리마켓-레드-16815770,0,shopify,50,deny,manual,41.1,,true,true,,,,,,,,,,,,,,,,,,,,,,,,13.7
b-banharimarket-16815770,,,,,,,,오렌지,,,,,BR-banharimarket-(8col)썸머 라운드 무지 니트 티셔츠_반하리마켓-오렌지-16815770,0,shopify,50,deny,manual,41.1,,true,true,,,,,,,,,,,,,,,,,,,,,,,,13.7
b-banharimarket-16814828,,,,,,,,블랙,,,,,BR-banharimarket-(5col)프릴 라운드 반팔 썸머 니트 티셔츠_반하리마켓-블랙-16814828,0,shopify,50,deny,manual,59.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-16814828-2.jpg,,,,,,,,,,,,,,,,,,,,,,19.7
b-banharimarket-16814828,,,,,,,,핑크,,,,,BR-banharimarket-(5col)프릴 라운드 반팔 썸머 니트 티셔츠_반하리마켓-핑크-16814828,0,shopify,50,deny,manual,59.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-16814828-3.jpg,,,,,,,,,,,,,,,,,,,,,,19.7
b-banharimarket-16814828,,,,,,,,소라,,,,,BR-banharimarket-(5col)프릴 라운드 반팔 썸머 니트 티셔츠_반하리마켓-소라-16814828,0,shopify,50,deny,manual,59.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-16814828-4.jpg,,,,,,,,,,,,,,,,,,,,,,19.7
b-banharimarket-16814828,,,,,,,,바이올렛,,,,,BR-banharimarket-(5col)프릴 라운드 반팔 썸머 니트 티셔츠_반하리마켓-바이올렛-16814828,0,shopify,50,deny,manual,59.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-16814828-5.jpg,,,,,,,,,,,,,,,,,,,,,,19.7
b-banharimarket-16814679,,,,,,,,베이지,,free,,,BR-banharimarket-(4col)배색 라인 가디건 티셔츠_반하리마켓-베이지-16814679,0,shopify,50,deny,manual,56.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-16814679-2.jpg,,,,,,,,,,,,,,,,,,,,,,18.7
b-banharimarket-16814679,,,,,,,,소라,,free,,,BR-banharimarket-(4col)배색 라인 가디건 티셔츠_반하리마켓-소라-16814679,0,shopify,50,deny,manual,56.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-16814679-3.jpg,,,,,,,,,,,,,,,,,,,,,,18.7
b-banharimarket-16814679,,,,,,,,블랙,,free,,,BR-banharimarket-(4col)배색 라인 가디건 티셔츠_반하리마켓-블랙-16814679,0,shopify,50,deny,manual,56.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-16814679-4.jpg,,,,,,,,,,,,,,,,,,,,,,18.7
b-banharimarket-16813543,,,,,,,,옐로우,,free,,,BR-banharimarket-(3col)루즈 팩트 라운드 반팔 티셔츠_반하리마켓-옐로우-16813543,0,shopify,50,deny,manual,29.4,,true,true,,http://tusiworks.iptime.org/brandifile/title-16813543-2.jpg,,,,,,,,,,,,,,,,,,,,,,9.8
b-banharimarket-16813543,,,,,,,,아이보리,,free,,,BR-banharimarket-(3col)루즈 팩트 라운드 반팔 티셔츠_반하리마켓-아이보리-16813543,0,shopify,50,deny,manual,29.4,,true,true,,http://tusiworks.iptime.org/brandifile/title-16813543-3.jpg,,,,,,,,,,,,,,,,,,,,,,9.8
b-banharimarket-16813205,,,,,,,,옐로우,,free,,,BR-banharimarket-(5col)쿨 브이넥 무지 펀칭 니트_반하리마켓-옐로우-16813205,0,shopify,50,deny,manual,41.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-16813205-2.jpg,,,,,,,,,,,,,,,,,,,,,,13.7
b-banharimarket-16813205,,,,,,,,소라,,free,,,BR-banharimarket-(5col)쿨 브이넥 무지 펀칭 니트_반하리마켓-소라-16813205,0,shopify,50,deny,manual,41.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-16813205-3.jpg,,,,,,,,,,,,,,,,,,,,,,13.7
b-banharimarket-16813205,,,,,,,,아이보리,,free,,,BR-banharimarket-(5col)쿨 브이넥 무지 펀칭 니트_반하리마켓-아이보리-16813205,0,shopify,50,deny,manual,41.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-16813205-4.jpg,,,,,,,,,,,,,,,,,,,,,,13.7
b-banharimarket-16813205,,,,,,,,레드,,free,,,BR-banharimarket-(5col)쿨 브이넥 무지 펀칭 니트_반하리마켓-레드-16813205,0,shopify,50,deny,manual,41.1,,true,true,,,,,,,,,,,,,,,,,,,,,,,,13.7
b-banharimarket-16812879,,,,,,,,베이지,,,,,BR-banharimarket-(8col)썸머 스퀘어 무지 니트 티셔츠_반하리마켓-베이지-16812879,0,shopify,50,deny,manual,44.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-16812879-2.jpg,,,,,,,,,,,,,,,,,,,,,,14.7
b-banharimarket-16812879,,,,,,,,옐로우,,,,,BR-banharimarket-(8col)썸머 스퀘어 무지 니트 티셔츠_반하리마켓-옐로우-16812879,0,shopify,50,deny,manual,44.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-16812879-3.jpg,,,,,,,,,,,,,,,,,,,,,,14.7
b-banharimarket-16812879,,,,,,,,블랙,,,,,BR-banharimarket-(8col)썸머 스퀘어 무지 니트 티셔츠_반하리마켓-블랙-16812879,0,shopify,50,deny,manual,44.1,,true,true,,http://tusiworks.iptime.org/brandifile/title-16812879-4.jpg,,,,,,,,,,,,,,,,,,,,,,14.7
b-banharimarket-16812879,,,,,,,,소라,,,,,BR-banharimarket-(8col)썸머 스퀘어 무지 니트 티셔츠_반하리마켓-소라-16812879,0,shopify,50,deny,manual,44.1,,true,true,,,,,,,,,,,,,,,,,,,,,,,,14.7
b-banharimarket-16812879,,,,,,,,레드,,,,,BR-banharimarket-(8col)썸머 스퀘어 무지 니트 티셔츠_반하리마켓-레드-16812879,0,shopify,50,deny,manual,44.1,,true,true,,,,,,,,,,,,,,,,,,,,,,,,14.7
