ksource,keywords,knum,nsource,nnum,title,url
ENTERPRISE,김치,1,NAVER,1,"""체액이 김치맛""…넷플릭스 인종차별 '직격타'",https://www.nocutnews.co.kr/news/5270143
ENTERPRISE,김치,1,NAVER,2,정세균 청문회 막판 '김치 납품' 논란...전말은?,http://www.pressian.com/news/article.html?no=273186&utm_source=naver&utm_medium=search
ENTERPRISE,김치,1,NAVER,3,늘어나는 ‘김포족’…쑥쑥 크는 포장 김치 시장,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=050&aid=0000052306
ENTERPRISE,김치,1,NAVER,4,낙지·배추김치 등 국내산 속여 부정 유통,http://www.kukinews.com/news/article.html?no=735641
ENTERPRISE,김치,1,NAVER,5,[美 K-푸드 현주소 ②] 미국 입맛 사로잡았다는 김치·라면… 워싱턴DC 월마트...,http://biz.newdaily.co.kr/site/data/html/2020/01/08/2020010800081.html
ENTERPRISE,김치,1,DAUM,1,"김치 명인 김순자 한성식품 대표, '김치 알릴 수 있는 곳이라면 ...",http://v.media.daum.net/v/20200107194502106
ENTERPRISE,김치,1,DAUM,2,"비비고 김치, 100% 국내산 재료 사용..사계절 아삭한 김치 제공",http://v.media.daum.net/v/20200108093913909
ENTERPRISE,김치,1,DAUM,3,세계 최초 김치 유산균 생태 지도 나왔다,http://v.media.daum.net/v/20200105110021280
ENTERPRISE,김치,1,DAUM,4,늘어나는 '김포족'..쑥쑥 크는 포장 김치 시장,http://v.media.daum.net/v/20200107102154001
ENTERPRISE,김치,1,DAUM,5,"""정액에 김치맛이.."" 넷플릭스 드라마에 눌러진 스위치",http://v.media.daum.net/v/20200109122556354
ENTERPRISE,김치,1,Google,1,"넷플릭스 '오티스의 비밀 상담소2' 인종차별 논란…""체액이 김치맛""",http://news1.kr/articles/?3812489
ENTERPRISE,김치,1,Google,2,"농진청, 세계 최초 김치 유산균 생태지도 개발",https://www.futurekorea.co.kr/news/articleView.html?idxno=125621
ENTERPRISE,김치,1,Google,3,'내 정액에서 김치 맛이 나' 영드 대사는 문제가 있을까,http://m.kmib.co.kr/view.asp?arcid=0014107052
ENTERPRISE,김치,1,Google,4,"넷플릭스 드라마, 인종차별 논란 ""체액서 김치 맛이 나""",https://www.mk.co.kr/star/hot-issues/view/2020/01/30806/
ENTERPRISE,김치,1,Google,5,세계 최초 김치 유산균 생태 지도 나왔다,http://mobile.newsis.com/view.html?ar_id=NISX20200103_0000879192
