ksource,keywords,knum,nsource,nnum,title,url
ENTERPRISE,amd,1,NAVER,1,"차세대 반도체서 주저앉은 인텔, AMD에 주가 역전당해",https://biz.chosun.com/site/data/html_dir/2020/07/25/2020072501614.html?utm_source=naver&utm_medium=original&utm_campaign=biz
ENTERPRISE,amd,1,NAVER,2,"'제왕' 인텔, 어쩌다 이 지경…AMD에 쫓기고, 애플에 치이고 [지피지기]",http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202007250057&t=NN
ENTERPRISE,amd,1,NAVER,3,흔들리는 '인텔제국'.. 한숨짓는 '삼성전자' [양철민의 인더스트리],https://www.sedaily.com/NewsView/1Z5FV41T5U
ENTERPRISE,amd,1,NAVER,4,"인텔, 차세대 반도체 출시 지연에 시간외서 급락…AMD는 급등",http://news.einfomax.co.kr/news/articleView.html?idxno=4099381
ENTERPRISE,amd,1,NAVER,5,"""인텔, AMD 미세공정 따라잡기 위해 삼성전자에 위탁생산 맡길 수도""",http://www.businesspost.co.kr/BP?command=article_view&num=188816
ENTERPRISE,amd,1,NAVER,6,[미국주식 무작정 따라하기] 인텔과 엔비디아의 유일한 경쟁사! 'AMD',https://news.mtn.co.kr/newscenter/news_viewer.mtn?gidx=2020072410334264740
ENTERPRISE,amd,1,NAVER,7,"AMD, 라이젠 프로 4000 데스크톱 프로세서 출시",https://zdnet.co.kr/view/?no=20200722110847
ENTERPRISE,amd,1,NAVER,8,"인텔, 7나노공정 6개월후에 가능",http://www.inews24.com/view/1284861
ENTERPRISE,amd,1,NAVER,9,폭주 기관차 AMD가 주당 가격에서 인텔을 제친 이유,https://byline.network/?p=52069
ENTERPRISE,amd,1,NAVER,10,"인텔, 7㎚ 프로세서 출시 연기… “AMD·TSMC·삼성전자 반사이익 예상”",http://moneys.mt.co.kr/news/mwView.php?no=2020072416408090152
ENTERPRISE,amd,1,NAVER,11,"""인텔, AMD 미세공정 따라잡기 위해 삼성전자에 위탁생산 맡길 수도""",http://www.businesspost.co.kr/BP?command=article_view&num=188816
ENTERPRISE,amd,1,NAVER,12,"AMD, 라이젠 모바일 프로세서 어도비 프리미어 프로 최적화",http://www.ilovepc.co.kr/news/articleView.html?idxno=35642
ENTERPRISE,amd,1,DAUM,1,"차세대 반도체서 주저앉은 인텔, AMD에 주가 역전당해",http://v.media.daum.net/v/20200726070055600
ENTERPRISE,amd,1,DAUM,2,"AMD 라이젠 PRO 4000 시리즈, 데스크톱 프로세서 출시",http://v.media.daum.net/v/20200722100358259
ENTERPRISE,amd,1,DAUM,3,"'제왕' 인텔, 어쩌다 이 지경..AMD에 쫓기고, 애플에 치이고 [지...",http://v.media.daum.net/v/20200725132930917
ENTERPRISE,amd,1,DAUM,4,[동향] GCP ‘컨피덴셜 VM’에 AMD ‘에픽’ 프로세서 탑재,https://cp.news.search.daum.net/p/95370032
ENTERPRISE,amd,1,DAUM,5,"AMD, 그래픽 품은 ‘라이젠 프로 4000’ 출시",https://cp.news.search.daum.net/p/95467679
ENTERPRISE,amd,1,DAUM,6,"AMD, 구글 클라우드 ‘컨피덴셜 가상 머신’에 에픽 프로세서 공급",https://cp.news.search.daum.net/p/95392322
ENTERPRISE,amd,1,DAUM,7,"AMD, 구글 클라우드에 2세대 EPYC 탑재",https://cp.news.search.daum.net/p/95377794
ENTERPRISE,amd,1,DAUM,8,"AMD 라이젠 모바일 프로세서, 강력한 영상 인코딩 성능 제공",https://cp.news.search.daum.net/p/95525697
ENTERPRISE,amd,1,DAUM,9,폭주 기관차 AMD가 주당 가격에서 인텔을 제친 이유,https://cp.news.search.daum.net/p/95580248
ENTERPRISE,amd,1,DAUM,10,"마켓인벤, AMD 라이젠XT 발매 기념 초특가 프로모션 실시",https://cp.news.search.daum.net/p/95380909
ENTERPRISE,amd,1,DAUM,11,"AMD 데스크탑용 르누아르 APU, 라이젠 프로 4000 시리즈 공식 출시",https://cp.news.search.daum.net/p/95458997
ENTERPRISE,amd,1,DAUM,12,[미국주식 무작정 따라하기] 인텔과 엔비디아의 유일한 경쟁사! '...,https://cp.news.search.daum.net/p/95559111
