순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1485,036710,심텍홀딩스,"2,520","-85","-3.3","354,640","905,230,555","2,610","2,635","2,420","102,472,219,080","0.00","40,663,579",,,
1486,049480,오픈베이스,"3,260","-5","-0.2","259,588","844,776,225","3,270","3,280","3,235","102,436,968,580","0.00","31,422,383",,,
1487,006110,삼아알미늄,"9,310","170","1.9","400,722","3,754,114,710","9,230","9,590","9,090","102,410,000,000","0.00","11,000,000",,,
1488,119850,지엔씨에너지,"6,270","-40","-0.6","126,459","793,297,290","6,390","6,390","6,200","102,174,841,560","0.00","16,295,828",,,
1489,950140,잉글우드랩,"5,140","190","3.8","150,549","757,795,910","5,020","5,140","4,910","102,120,831,240","0.00","19,867,866",,,
1490,047770,코데즈컴바인,"2,690","10","0.4","131,370","351,142,305","2,680","2,715","2,655","101,796,599,380","0.00","37,842,602",,,
1491,014130,한익스프레스,"8,480","-200","-2.3","427,776","3,655,356,530","8,570","8,700","8,440","101,760,000,000","0.00","12,000,000",,,
1492,010820,퍼스텍,"2,115","5","0.2","123,294","260,180,155","2,095","2,125","2,095","101,649,987,900","0.00","48,061,460",,,
1493,012600,센트럴인사이트,"9,500","-300","-3.1","153,569","1,493,529,180","10,050","10,150","9,260","101,608,979,000","0.00","10,695,682",,,
1494,089530,에이티세미콘,"803","29","3.8","4,209,573","3,342,661,506","779","815","763","101,560,077,036","0.00","126,475,812",,,
1495,198440,고려시멘트,"3,170","-20","-0.6","343,985","1,096,015,300","3,200","3,235","3,150","101,376,473,200","0.00","31,979,960",,,
1496,072470,우리산업홀딩스,"5,360","400","8.1","1,582,177","8,802,357,560","4,960","5,980","4,930","101,236,147,760","0.00","18,887,341",,,
1497,306620,네온테크,"2,720","20","0.7","84,173","229,852,420","2,700","2,755","2,700","101,204,731,840","0.00","37,207,622",,,
1498,318410,비비씨,"18,700","-100","-0.5","38,141","713,070,650","18,800","18,850","18,550","101,048,872,100","0.00","5,403,683",,,
1499,277880,티에스아이,"10,900","500","4.8","390,673","4,296,271,650","10,650","11,650","10,650","101,011,553,500","0.00","9,267,115",,,
1500,129260,인터지스,"3,380","480","16.6","9,070,985","29,604,306,790","2,995","3,475","2,965","100,547,814,120","0.00","29,747,874",,,
1501,078860,아이오케이,"1,810","-55","-3.0","1,236,781","2,259,255,605","1,870","1,895","1,780","100,527,063,340","0.00","55,539,814",,,
1502,069540,라이트론,"5,420","0","0.0","0","0","0","0","0","100,493,184,760","0.00","18,541,178",,,
1503,043650,국순당,"5,620","20","0.4","23,088","130,069,680","5,640","5,680","5,600","100,363,668,480","0.00","17,858,304",,,
1504,001380,SG충방,"2,230","-5","-0.2","253,844","567,460,990","2,235","2,265","2,220","100,270,038,890","0.00","44,964,143",,,
1505,216400,바이오코아,"13,000","-200","-1.5","6,228","80,999,450","13,300","13,300","12,950","100,247,095,000","0.00","7,711,315",,,
1506,221840,하이즈항공,"5,660","-140","-2.4","352,378","2,017,985,760","5,740","5,830","5,660","100,160,305,220","0.00","17,696,167",,,
1507,069110,코스온,"4,780","-125","-2.6","179,447","865,831,040","4,905","4,965","4,670","100,065,141,400","0.00","20,934,130",,,
1508,064240,홈캐스트,"3,015","-20","-0.7","59,803","180,806,470","3,065","3,065","3,005","99,780,689,340","0.00","33,094,756",,,
1509,071670,에이테크솔루션,"9,960","60","0.6","85,050","846,143,650","9,920","10,050","9,900","99,600,000,000","0.00","10,000,000",,,
1510,078890,가온미디어,"6,590","240","3.8","368,236","2,409,606,510","6,390","6,630","6,360","99,339,590,870","0.00","15,074,293",,,
1511,058850,KTcs,"2,325","-15","-0.6","267,428","621,848,295","2,340","2,350","2,310","99,242,625,000","0.00","42,685,000",,,
1512,020710,시공테크,"4,940","65","1.3","28,603","140,544,120","4,875","4,960","4,875","99,036,971,800","0.00","20,047,970",,,
1513,038530,골드퍼시픽,"1,495","5","0.3","838,228","1,244,447,735","1,475","1,505","1,465","98,964,881,275","0.00","66,197,245",,,
1514,056360,코위버,"10,100","0","0.0","56,614","568,868,250","10,100","10,150","10,000","98,947,680,000","0.00","9,796,800",,,
1515,317120,라닉스,"10,300","0","0.0","125,563","1,296,747,550","10,350","10,400","10,250","98,833,650,000","0.00","9,595,500",,,
1516,007980,태평양물산,"2,050","0","0.0","4,289,013","8,829,733,435","2,050","2,120","1,995","98,706,653,350","0.00","48,149,587",,,
1517,006140,피제이전자,"6,570","-30","-0.4","13,613","89,686,660","6,620","6,700","6,530","98,550,000,000","0.00","15,000,000",,,
1518,011330,유니켐,"1,430","-5","-0.4","240,145","343,809,735","1,435","1,450","1,420","98,255,790,490","0.00","68,710,343",,,
1519,164060,이루다,"12,700","0","0.0","62,027","783,246,050","12,650","12,750","12,550","98,209,862,000","0.00","7,733,060",,,
1520,065500,오리엔트정공,"837","16","2.0","12,437,939","10,654,081,213","858","899","823","98,108,588,394","0.00","117,214,562",,,
1521,155660,DSR,"6,130","10","0.2","116,396","712,846,250","6,110","6,190","6,050","98,080,000,000","0.00","16,000,000",,,
1522,225190,삼양옵틱스,"9,700","50","0.5","42,025","407,202,410","9,590","9,750","9,590","97,899,190,000","0.00","10,092,700",,,
1523,006050,국영지앤엠,"2,805","-20","-0.7","549,374","1,539,705,525","2,825","2,830","2,790","97,881,156,615","0.00","34,895,243",,,
1524,015230,대창단조,"6,850","10","0.2","27,212","186,761,090","6,850","6,930","6,830","97,859,887,750","0.00","14,286,115",,,
1525,071460,위니아딤채,"2,720","35","1.3","132,910","362,311,170","2,690","2,765","2,675","97,831,042,400","0.00","35,967,295",,,
1526,357250,미래에셋맵스리츠,"4,860","-5","-0.1","25,777","125,392,025","4,865","4,870","4,855","97,686,000,000","0.00","20,100,000",,,
1527,034300,신세계건설,"24,350","650","2.7","85,133","2,078,062,100","23,800","25,300","23,750","97,400,000,000","0.00","4,000,000",,,
1528,222110,팬젠,"10,100","100","1.0","30,258","303,237,840","10,050","10,100","9,910","97,381,988,100","0.00","9,641,781",,,
1529,194370,제이에스코퍼레이션,"7,290","0","0.0","12,650","92,276,640","7,290","7,340","7,270","97,216,531,290","0.00","13,335,601",,,
1530,036260,이매진아시아,"2,220","0","0.0","0","0","0","0","0","97,187,539,620","0.00","43,778,171",,,
1531,022220,정산애강,"1,875","5","0.3","134,266","251,723,780","1,870","1,890","1,855","97,114,835,625","0.00","51,794,579",,,
1532,000910,유니온,"6,220","-80","-1.3","144,268","899,724,510","6,290","6,320","6,200","97,104,270,180","0.00","15,611,619",,,
1533,050760,에스폴리텍,"5,920","0","0.0","97,346","577,097,220","5,900","5,990","5,890","96,701,293,760","0.00","16,334,678",,,
1534,004410,서울식품,"280","-10","-3.4","29,026,036","8,191,822,491","293","294","277","96,656,616,000","0.00","345,202,200",,,
1535,019770,서연탑메탈,"8,290","120","1.5","2,208,470","18,660,799,270","8,200","8,840","7,930","96,578,500,000","0.00","11,650,000",,,
1536,065560,녹원씨엔아이,"5,590","-30","-0.5","61,673","346,365,470","5,710","5,730","5,540","96,486,893,750","0.00","17,260,625",,,
1537,035000,지투알,"5,820","-20","-0.3","12,504","73,187,640","5,880","5,890","5,820","96,422,320,380","0.00","16,567,409",,,
1538,019660,글로본,"3,190","0","0.0","116,146","372,492,955","3,250","3,280","3,165","96,346,096,220","0.00","30,202,538",,,
1539,101330,모베이스,"4,020","50","1.3","896,000","3,620,517,170","4,010","4,120","3,950","96,311,915,760","0.00","23,958,188",,,
1540,219130,타이거일렉,"15,250","50","0.3","50,790","768,249,150","15,400","15,450","14,950","96,292,922,500","0.00","6,314,290",,,
1541,204840,지엘팜텍,"2,030","-90","-4.2","3,896,741","7,753,674,955","2,070","2,125","2,000","95,836,744,570","0.00","47,210,219",,,
1542,001140,국보,"1,940","5","0.3","184,117","356,426,035","1,915","1,945","1,915","95,790,303,300","0.00","49,376,445",,,
1543,123570,이엠넷,"4,300","-15","-0.4","15,585","66,636,920","4,280","4,325","4,250","95,787,135,400","0.00","22,276,078",,,
1544,072990,에이치시티,"13,800","-150","-1.1","41,014","569,732,950","13,900","14,150","13,650","95,600,880,000","0.00","6,927,600",,,
1545,050960,수산아이앤티,"14,150","1,150","8.8","1,779,628","25,322,533,550","13,400","15,250","13,250","95,526,650,000","0.00","6,751,000",,,
1546,018700,바른손,"3,240","-40","-1.2","233,090","756,382,110","3,280","3,310","3,230","95,487,617,880","0.00","29,471,487",,,
1547,005800,신영와코루,"106,000","-2,000","-1.8","454","48,799,500","111,000","114,000","105,500","95,400,000,000","0.00","900,000",,,
1548,170920,엘티씨,"12,550","-300","-2.3","120,621","1,515,565,600","12,850","12,900","12,400","95,229,977,300","0.00","7,588,046",,,
1549,002230,피에스텍,"4,840","350","7.8","1,225,222","5,938,003,930","4,510","4,980","4,490","95,199,136,120","0.00","19,669,243",,,
1550,270660,에브리봇,"84,600","-1,400","-1.6","31","2,624,100","87,900","87,900","84,500","95,037,948,000","0.00","1,123,380",,,
1551,001550,조비,"18,300","50","0.3","11,310","206,063,100","18,150","18,350","18,100","95,017,973,700","0.00","5,192,239",,,
1552,198080,엔피디,"4,410","160","3.8","1,170,973","5,218,132,105","4,230","4,600","4,230","94,970,165,850","0.00","21,535,185",,,
1553,050090,휘닉스소재,"1,200","-95","-7.3","12,464,461","15,193,677,625","1,270","1,285","1,185","94,966,730,400","0.00","79,138,942",,,
1554,106520,디지탈옵틱,"914","-26","-2.8","2,897,490","2,673,227,017","940","941","911","94,690,498,712","0.00","103,600,108",,,
1555,000500,가온전선,"22,750","500","2.2","90,374","2,099,075,000","22,900","23,850","22,550","94,647,894,250","0.00","4,160,347",,,
1556,014200,광림,"1,785","20","1.1","201,799","359,367,660","1,775","1,815","1,745","94,466,187,690","0.00","52,922,234",,,
1557,001020,페이퍼코리아,"2,665","25","1.0","446,921","1,178,872,375","2,675","2,690","2,570","94,409,983,525","0.00","35,425,885",,,
1558,006980,우성사료,"3,055","-5","-0.2","114,174","348,076,270","3,060","3,080","3,040","94,399,500,000","0.00","30,900,000",,,
1559,117670,알파홀딩스,"4,745","45","1.0","268,078","1,269,087,515","4,750","4,805","4,665","94,377,504,325","0.00","19,889,885",,,
1560,056700,신화인터텍,"3,235","-60","-1.8","1,392,365","4,513,032,295","3,300","3,305","3,190","94,252,019,385","0.00","29,135,091",,,
1561,033560,블루콤,"5,210","-120","-2.2","47,119","246,481,540","5,290","5,330","5,180","94,238,724,870","0.00","18,088,047",,,
1562,089150,케이씨티,"5,480","-120","-2.1","198,943","1,095,593,210","5,620","5,640","5,440","93,982,000,000","0.00","17,150,000",,,
1563,123840,한일진공,"1,200","5","0.4","780,624","948,546,590","1,250","1,255","1,195","93,967,172,400","0.00","78,305,977",,,
1564,071280,로체시스템즈,"6,140","-50","-0.8","187,857","1,156,854,980","6,170","6,280","6,080","93,921,142,420","0.00","15,296,603",,,
1565,053350,이니텍,"4,745","-5","-0.1","28,787","136,124,290","4,770","4,775","4,690","93,907,896,420","0.00","19,790,916",,,
1566,014990,인디에프,"1,590","-5","-0.3","202,963","322,053,710","1,595","1,595","1,580","93,703,462,050","0.00","58,932,995",,,
1567,060560,홈센타홀딩스,"1,100","0","0.0","118,991","130,590,740","1,110","1,110","1,090","93,624,318,700","0.00","85,113,017",,,
1568,085310,엔케이,"1,170","10","0.9","1,109,914","1,293,889,840","1,190","1,190","1,150","93,580,521,840","0.00","79,983,352",,,
1569,126870,뉴로스,"3,135","-10","-0.3","226,726","707,762,690","3,180","3,180","3,100","93,540,161,220","0.00","29,837,372",,,
1570,016600,큐캐피탈,"557","-1","-0.2","440,942","245,844,488","558","561","555","93,521,371,111","0.00","167,901,923",,,
1571,042110,에스씨디,"1,935","0","0.0","4,351,253","8,496,039,380","1,920","2,005","1,890","93,517,706,340","0.00","48,329,564",,,
1572,025620,제이준코스메틱,"2,525","-35","-1.4","131,645","334,078,500","2,545","2,570","2,515","93,196,310,750","0.00","36,909,430",,,
1573,006090,사조오양,"9,890","-80","-0.8","62,951","624,356,870","9,990","9,990","9,870","93,190,888,710","0.00","9,422,739",,,
1574,066900,디에이피,"4,090","-10","-0.2","21,893","89,748,520","4,100","4,140","4,075","93,025,017,270","0.00","22,744,503",,,
1575,170790,파이오링크,"13,550","-200","-1.4","36,487","496,171,200","13,700","13,750","13,500","92,903,271,500","0.00","6,856,330",,,
1576,006580,대양제지,"3,460","-155","-4.3","937,745","3,279,422,565","3,560","3,580","3,440","92,901,000,000","0.00","26,850,000",,,
1577,195500,마니커에프앤지,"8,600","30","0.4","103,261","884,422,350","8,630","8,650","8,490","92,604,800,000","0.00","10,768,000",,,
1578,013700,까뮤이앤씨,"2,050","50","2.5","573,733","1,166,650,855","2,010","2,065","2,000","92,562,174,000","0.00","45,152,280",,,
1579,008600,윌비스,"1,425","25","1.8","2,035,039","2,899,545,465","1,420","1,450","1,405","92,474,977,425","0.00","64,894,721",,,
1580,033100,제룡전기,"5,740","220","4.0","839,955","4,742,552,730","5,540","5,800","5,460","92,198,227,660","0.00","16,062,409",,,
1581,004910,조광페인트,"7,200","-190","-2.6","1,357,837","10,121,680,580","7,610","8,200","7,020","92,160,000,000","0.00","12,800,000",,,
1582,000300,대유플러스,"789","10","1.3","539,628","422,616,783","780","789","778","92,047,017,843","0.00","116,662,887",,,
1583,016740,두올,"3,395","0","0.0","78,711","266,762,040","3,395","3,420","3,375","91,891,378,600","0.00","27,066,680",,,
1584,303360,프로테옴텍,"9,100","-70","-0.8","14,351","130,793,790","9,100","9,610","9,010","91,889,925,400","0.00","10,097,794",,,
1585,053160,프리엠스,"15,300","900","6.2","317,896","4,927,844,800","15,700","15,800","14,900","91,800,000,000","0.00","6,000,000",,,
1586,002880,대유에이텍,"857","-7","-0.8","255,173","218,700,436","861","864","853","91,627,000,859","0.00","106,915,987",,,
1587,003080,성보화학,"4,570","0","0.0","6,771","30,908,030","4,600","4,605","4,545","91,491,400,000","0.00","20,020,000",,,
1588,002360,SH에너지화학,"823","-1","-0.1","350,858","289,775,990","829","833","821","91,463,059,790","0.00","111,133,730",,,
1589,063440,SM Life Design,"2,020","60","3.1","7,700,707","15,824,203,245","1,960","2,100","1,945","91,160,891,080","0.00","45,129,154",,,
1590,041020,인프라웨어,"2,430","-10","-0.4","1,481,681","3,644,313,525","2,460","2,520","2,400","91,035,478,800","0.00","37,463,160",,,
1591,002200,한국수출포장,"22,750","0","0.0","18,553","421,251,150","23,200","23,250","22,300","91,000,000,000","0.00","4,000,000",,,
1592,006910,보성파워텍,"1,970","20","1.0","232,449","457,990,150","1,950","1,990","1,945","90,763,926,230","0.00","46,073,059",,,
1593,004140,동방,"2,275","-35","-1.5","976,414","2,216,542,225","2,310","2,315","2,250","90,195,691,950","0.00","39,646,458",,,
1594,103840,우양,"7,010","210","3.1","6,418,032","44,935,392,180","6,840","7,240","6,750","90,134,580,000","0.00","12,858,000",,,
1595,016670,포비스티앤씨,"1,040","-10","-1.0","3,150,784","3,312,915,890","1,070","1,075","1,030","90,021,769,760","0.00","86,559,394",,,
1596,036170,라이브파이낸셜,"1,995","30","1.5","9,826,439","20,134,757,575","1,950","2,135","1,935","90,017,266,815","0.00","45,121,437",,,
1597,005110,한창,"1,345","55","4.3","1,631,330","2,162,110,485","1,290","1,365","1,280","89,832,911,805","0.00","66,790,269",,,
1598,017040,광명전기,"2,070","25","1.2","341,574","708,959,205","2,060","2,095","2,045","89,708,863,050","0.00","43,337,615",,,
1599,049720,고려신용정보,"6,270","20","0.3","74,707","468,213,440","6,260","6,300","6,250","89,661,000,000","0.00","14,300,000",,,
1600,215100,로보로보,"5,030","80","1.6","773,956","3,894,920,665","4,950","5,130","4,945","89,526,223,620","0.00","17,798,454",,,
1601,238200,비피도,"21,850","900","4.3","55,099","1,165,757,250","21,300","21,850","20,600","89,366,500,000","0.00","4,090,000",,,
1602,016880,웅진,"1,125","-15","-1.3","78,301","88,227,155","1,140","1,140","1,110","89,300,621,250","0.00","79,378,330",,,
1603,024880,케이피에프,"5,030","-10","-0.2","144,898","730,274,620","5,020","5,100","5,000","89,122,797,500","0.00","17,718,250",,,
1604,215790,이노인스트루먼트,"2,210","-70","-3.1","957,239","2,141,665,740","2,250","2,270","2,205","89,025,759,290","0.00","40,283,149",,,
1605,246690,TS인베스트먼트,"3,665","-90","-2.4","313,861","1,164,138,565","3,760","3,785","3,660","88,921,069,285","0.00","24,262,229",,,
1606,058860,KTis,"2,555","15","0.6","62,236","159,143,730","2,550","2,565","2,545","88,919,110,000","0.00","34,802,000",,,
1607,219550,MP한강,"1,375","-35","-2.5","901,660","1,263,406,470","1,430","1,450","1,370","88,820,873,625","0.00","64,596,999",,,
1608,318010,팜스빌,"11,200","100","0.9","15,283","170,405,500","11,100","11,200","11,100","88,808,585,600","0.00","7,929,338",,,
1609,009780,엠에스씨,"5,040","0","0.0","61,664","310,403,150","5,110","5,110","4,985","88,704,000,000","0.00","17,600,000",,,
1610,007590,동방아그로,"6,510","-10","-0.2","24,378","158,016,510","6,520","6,530","6,460","88,650,426,270","0.00","13,617,577",,,
1611,005190,동성화학,"16,600","-50","-0.3","16,594","275,584,950","16,650","16,750","16,500","88,570,362,400","0.00","5,335,564",,,
1612,032980,바이온,"1,410","-15","-1.0","699,760","983,175,335","1,425","1,440","1,390","88,527,626,910","0.00","62,785,551",,,
