ksource,keywords,knum,nsource,nnum,title,url
ENTERPRISE,아이폰,1,NAVER,1,"檢, 복제폰 다량 만들어 숨진 수사관 아이폰X 잠금해제 안간힘",http://yna.kr/AKR20191207024200004?did=1195m
ENTERPRISE,아이폰,1,NAVER,2,2021년 '완전무선' 아이폰 등장할까,https://view.asiae.co.kr/article/2019120709432803029
ENTERPRISE,아이폰,1,NAVER,3,<靑 선거개입ㆍ감찰무마 의혹>숨진 수사관 아이폰 아직도 ‘잠금’… 수사 답...,http://www.munhwa.com/news/view.html?no=2019120601070227328001
ENTERPRISE,아이폰,1,NAVER,4,"모비톡, 300대 한정 '아이폰XR' 특가전 진행…할부원금 30만원대 적용",http://www.rpm9.com/news/article.html?id=20191207090001
ENTERPRISE,아이폰,1,NAVER,5,"아이폰11 PRO 아이패드 지급에 갤럭시S10, 노트9, 노트10 가격 할인 인기",http://www.hkrecruit.co.kr/news/articleView.html?idxno=18286
ENTERPRISE,아이폰,1,DAUM,1,2021년 '완전무선' 아이폰 등장할까,http://v.media.daum.net/v/20191207094341510
ENTERPRISE,아이폰,1,DAUM,2,숨진 수사관 아이폰 '잠금'..검찰 못푸나,http://v.media.daum.net/v/20191206151400329
ENTERPRISE,아이폰,1,DAUM,3,"""애플, 내년에 아이폰 5개 모델 내놓을 것""",http://v.media.daum.net/v/20191206102634403
ENTERPRISE,아이폰,1,DAUM,4,"檢, 사망 수사관 아이폰X 잠금해제 시도중",http://v.media.daum.net/v/20191207122451103
ENTERPRISE,아이폰,1,DAUM,5,"검·경, 각각 '자존심' 아이폰 날인으로 신경전",http://v.media.daum.net/v/20191205201047003
ENTERPRISE,아이폰,1,Google,1,[분수대] 아이폰 어른폰,https://news.joins.com/article/23648376
ENTERPRISE,아이폰,1,Google,2,"아이폰도 1년에 두번 나오나…JP모건, 애플 전략 변화 예상",https://biz.chosun.com/site/data/html_dir/2019/12/03/2019120302075.html
ENTERPRISE,아이폰,1,Google,3,"검찰, 복제폰 만들어 '숨진 수사관 아이폰' 잠금해제 안간힘",http://www.hani.co.kr/arti/society/society_general/919954.html
ENTERPRISE,아이폰,1,Google,4,"검찰, 숨진 수사관 아이폰 '잠금' 왜 못 푸나",http://www.hani.co.kr/arti/economy/it/919754.html
ENTERPRISE,아이폰,1,Google,5,"“애플, 내년에 아이폰 5개 모델 내놓을 것”",https://www.zdnet.co.kr/view/?no=20191206083938
