ksource,keywords,knum,nsource,nnum,title,url
ENTERPRISE,김치,1,NAVER,1,"한국지엠, 김장김치 나눔 행사 열어",http://autotimes.hankyung.com/apps/news.sub_view?popup=0&nid=03&c1=03&c2=03&c3=00&nkey=201911171304041
ENTERPRISE,김치,1,NAVER,2,"김치 수출, 올해 사상 첫 '3만t·1억불' 대기록 기대",http://news.heraldcorp.com/view.php?ud=20191117000011
ENTERPRISE,김치,1,DAUM,1,[직설]뭉클한 김치,http://v.media.daum.net/v/20191113205725499
ENTERPRISE,김치,1,DAUM,2,"""김치종주도시 무색""..광주 김치생산량 전국 최하위권",http://v.media.daum.net/v/20191110152138633
ENTERPRISE,김치,1,Google,1,날개 단 김치 수출…사상 첫 '3만t·1억불' 대기록 세우나,https://www.hankyung.com/economy/article/201911172383Y
ENTERPRISE,김치,1,Google,2,"한국지엠, 김장김치 나눔 행사 열어",https://www.hankyung.com/car/article/2019111734112
