ksource,keywords,knum,nsource,nnum,title,url
ENTERPRISE,아이폰,1,NAVER,1,<靑 선거개입ㆍ감찰무마 의혹>숨진 수사관 아이폰 아직도 ‘잠금’… 수사 답...,http://www.munhwa.com/news/view.html?no=2019120601070227328001
ENTERPRISE,아이폰,1,NAVER,2,영장신청→기각→재신청→기각···검경 '특감반원 아이폰 전쟁',https://news.joins.com/article/olink/23245671
ENTERPRISE,아이폰,1,DAUM,1,숨진 수사관 아이폰 '잠금'..검찰 못푸나,http://v.media.daum.net/v/20191206151400329
ENTERPRISE,아이폰,1,DAUM,2,"""애플, 내년에 아이폰 5개 모델 내놓을 것""",http://v.media.daum.net/v/20191206102634403
ENTERPRISE,아이폰,1,Google,1,[분수대] 아이폰 어른폰,https://news.joins.com/article/23648376
ENTERPRISE,아이폰,1,Google,2,"검찰, 복제폰 만들어 '숨진 수사관 아이폰' 잠금해제 안간힘",http://www.hani.co.kr/arti/society/society_general/919954.html
