ksource,keywords,knum,nsource,nnum,title,url
ENTERPRISE,보겸,1,NAVER,1,앨범 발매하며 '가수'로 깜짝 데뷔한 BJ 보겸,https://www.insight.co.kr/news/227073
ENTERPRISE,보겸,1,NAVER,2,"BJ보겸, 깜짝 가수데뷔…차트 1위하면 크레용팝 엘린과 결혼?",http://www.mydaily.co.kr/new_yk/html/read.php?newsid=201905111557651137&ext=na
ENTERPRISE,보겸,1,NAVER,3,"[이슈플러스] ① '착불택배' 논란…구독자 부모, 크리에이터 고소",http://news.jtbc.joins.com/article/article.aspx?news_id=NB11814542
ENTERPRISE,보겸,1,NAVER,4,"BJ보겸, 별풍선 다발에 방송 종료..'마음만 받을게요'",http://www.namdonews.com/news/articleView.html?idxno=523665
ENTERPRISE,보겸,1,NAVER,5,"엘린, 보겸과 함께 발매한 'Sweet Moon' 홍보..""사랑해주세요""",http://star.mt.co.kr/stview.php?no=2019051113591167299
ENTERPRISE,보겸,1,DAUM,1,"BJ 보겸, 멜론 차트 1위 공약 ""크페용팝 엘린과 결혼""",http://v.media.daum.net/v/20190511175509254
ENTERPRISE,보겸,1,DAUM,2,“진짜 보겸이라고?” 첫 TV 광고 찍은 보겸 근황,https://cp.news.search.daum.net/p/79444696
ENTERPRISE,보겸,1,DAUM,3,"송해, BJ보겸 다정샷..""만나 뵈어 영광""",http://v.media.daum.net/v/20190509005224177
ENTERPRISE,보겸,1,DAUM,4,"엘린, 보겸과 함께 발매한 'Sweet Moon' 홍보..""사랑해주세요""",http://v.media.daum.net/v/20190511140744539
ENTERPRISE,보겸,1,DAUM,5,"보겸, 디지털 앨범 발매.. 크레용팝 엘린과 듀엣곡 '스위트 문' 수록",http://v.media.daum.net/v/20190511150505189
ENTERPRISE,보겸,1,Google,1,"크레용팝 엘린, BJ 보겸 가수 데뷔 앨범에 피쳐링…차트 1위 ...",https://www.hankyung.com/entertainment/article/2019051148227
ENTERPRISE,보겸,1,Google,2,"[이슈플러스] ① '착불택배' 논란…구독자 부모, 크리에이터 고소",http://news.jtbc.joins.com/html/542/NB11814542.html
ENTERPRISE,보겸,1,Google,3,“진짜 보겸이라고?” 첫 TV 광고 찍은 보겸 근황,https://www.wikitree.co.kr/main/news_view.php?id=426945
ENTERPRISE,보겸,1,Google,4,"보겸, 슈기 합방에서 뽀뽀→개인연락처 공개까지 보겸, 슈기 ...",http://www.sporbiz.co.kr/news/articleView.html?idxno=336260
ENTERPRISE,보겸,1,Google,5,"보겸, 메갈 워마드 트위터 고소한 사연은? '시선 집중'",http://www.wikileaks-kr.org/news/articleView.html?idxno=55043
