ksource,keywords,knum,nsource,nnum,title,url
ENTERPRISE,삼성,1,NAVER,1,"삼성, 갤Z폴드2 톰브라운 에디션 온라인 추첨 한정 판매",https://zdnet.co.kr/view/?no=20200906085555
ENTERPRISE,삼성,1,NAVER,2,급성장하는 60형 이상 UHD TV 시장…절반은 삼성·LG 제품(종합),http://yna.kr/AKR20200905052751003?did=1195m
ENTERPRISE,삼성,1,NAVER,3,"한샘-삼성전자, 공동 제품·매장 만든다",https://www.sedaily.com/NewsView/1Z7R0OUJ8H
ENTERPRISE,삼성,1,NAVER,4,"삼성전자, 가구 회사 한샘과 MOU 맺고 공동 사업 발굴 모색",http://www.etnews.com/20200906000047
ENTERPRISE,삼성,1,NAVER,5,"""삼성 올해 스마트폰 1위…애플 2위""",http://news.mk.co.kr/newsRead.php?no=919661&year=2020
ENTERPRISE,삼성,1,NAVER,6,제10호 태풍 하이선 영향 NC-삼성 DH 2차전 취소,http://news.kmib.co.kr/article/view.asp?arcid=0014983503&code=61161211&cp=nv
ENTERPRISE,삼성,1,DAUM,1,"삼성전자, '삼성페이카드' 출시",http://v.media.daum.net/v/20200831090011705
ENTERPRISE,삼성,1,DAUM,2,"삼성, '삼성페이카드' 출시..킬러콘텐츠 강화",http://v.media.daum.net/v/20200831155429303
ENTERPRISE,삼성,1,DAUM,3,"삼성, 온라인 GSAT 상시화",http://v.media.daum.net/v/20200902114206519
ENTERPRISE,삼성,1,DAUM,4,'삼성 합병·승계 의혹' 사건 일지,http://v.media.daum.net/v/20200901142447330
ENTERPRISE,삼성,1,DAUM,5,삼성페이 결제시 할인..'삼성페이카드' 나왔다,http://v.media.daum.net/v/20200831101348042
ENTERPRISE,삼성,1,DAUM,6,[이슈 프리즘] 삼성 해체하라는 '삼성생명법',http://v.media.daum.net/v/20200901001604005
