ksource,keywords,knum,nsource,nnum,title,url
ENTERPRISE,갤럭시,1,NAVER,1,"삼성, 세계최초 QLED 노트북 갤럭시북 플렉스 출시",http://www.zdnet.co.kr/ArticleView.asp?artice_id=20191212091139
ENTERPRISE,갤럭시,1,NAVER,2,"삼성전자, 첫 인덕션폰 ‘갤럭시A51’ 베트남서 공개",https://biz.chosun.com/site/data/html_dir/2019/12/12/2019121202832.html?utm_source=naver&utm_medium=original&utm_campaign=biz
ENTERPRISE,갤럭시,1,NAVER,3,"갤럭시S10 5G, 아이폰11, 노트10 플러스 성지 '좌표어때'",http://www.e2news.com/news/articleView.html?idxno=217589
ENTERPRISE,갤럭시,1,NAVER,4,"갤럭시A90 5G, 갤럭시S10 lte 가격 '가심비몰' 연말특가 최저 3만원대 재고정...",http://www.hkrecruit.co.kr/news/articleView.html?idxno=18337
ENTERPRISE,갤럭시,1,NAVER,5,"가성비 높인 갤럭시, 출하량 ‘3억대’ 회복",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201912122059055&code=930201
ENTERPRISE,갤럭시,1,DAUM,1,"삼성, 노트북PC '갤럭시 북 플렉스·이온' 사전 판매",http://v.media.daum.net/v/20191212190222667
ENTERPRISE,갤럭시,1,DAUM,2,베일벗은 삼성 '갤럭시A51'..접사 렌즈 첫 탑재,http://v.media.daum.net/v/20191212183454129
ENTERPRISE,갤럭시,1,DAUM,3,"가성비 높인 갤럭시, 출하량 '3억대' 회복",http://v.media.daum.net/v/20191212210055349
ENTERPRISE,갤럭시,1,DAUM,4,삼성 QLED '갤럭시 북' 출시,http://v.media.daum.net/v/20191212174209760
ENTERPRISE,갤럭시,1,DAUM,5,"삼성, 갤럭시A51 베트남서 공개..'L자'형 쿼드카메라 탑재",http://v.media.daum.net/v/20191212185312511
ENTERPRISE,갤럭시,1,Google,1,"삼성전자, '갤럭시 북 플렉스', '갤럭시 북 이온' 사전판매 실시",https://news.samsung.com/kr/%EC%82%BC%EC%84%B1%EC%A0%84%EC%9E%90-%EA%B0%A4%EB%9F%AD%EC%8B%9C-%EB%B6%81-%ED%94%8C%EB%A0%89%EC%8A%A4-%EA%B0%A4%EB%9F%AD%EC%8B%9C-%EB%B6%81-%EC%9D%B4%EC%98%A8-%EC%82%AC%EC%A0%84%ED%8C%90
ENTERPRISE,갤럭시,1,Google,2,불안한 갤럭시 S11 유출 소식,https://byline.network/2019/12/12-67/
ENTERPRISE,갤럭시,1,Google,3,"갤럭시 노트10+ & 아이폰 11 프로 맥스, 직접 써보고 분석한 ...",https://hypebeast.kr/2019/12/samsung-galaxy-note-10-plus-apple-iphone-11-pro-max-camera-review
ENTERPRISE,갤럭시,1,Google,4,'갤럭시' 한국 100대 브랜드 9년째 1위…'유니클로'는 탈락 위기,https://www.nocutnews.co.kr/news/5255406
ENTERPRISE,갤럭시,1,Google,5,"삼성 갤럭시 S11와 갤럭시 폴드 2, 오는 2020년 2월 공개된다",https://hypebeast.kr/2019/12/samsung-galaxy-s11-fold-unpacked-2020-date-smart-phone
